Loaction,excel_date,Date,Air_Temperature,LPF_1,LPF_2,LPF_3,RF,Wind_Speed,Humidity,Solar_Radiation,Snow,0mm,100mm,500mm,800mm,1100mm
PJ,3/4/2020 0:00,1583280000,2.8,3.132463249,4.059272196,1.575093806,,0.7,83,,,4.5,7,9.5,11,11.5
PJ,3/4/2020 1:00,1583283600,3,3.066231625,3.962974723,1.577479301,,0.2,82,,,4.5,7,9.5,11,11.5
PJ,3/4/2020 2:00,1583287200,2,2.533115812,3.784522476,1.57968414,,0.7,85,,,6,7,9.5,11,11.5
PJ,3/4/2020 3:00,1583290800,1.7,2.116557906,3.595020432,1.581697463,,0.9,87,,,4.5,7,9.5,11,11.5
PJ,3/4/2020 4:00,1583294400,2.9,2.508278953,3.531836757,1.583645654,,2.2,81,,,3.5,6.5,9.5,10.5,11
PJ,3/4/2020 5:00,1583298000,1.7,2.104139477,3.365306143,1.585425534,,1.8,78,,,4.5,6.5,9.5,10.5,11.5
PJ,3/4/2020 6:00,1583301600,0.6,1.352069738,3.113914675,1.586952497,,1.4,84,,,4.5,6.5,9.5,10.5,11
PJ,3/4/2020 7:00,1583305200,1.4,1.376034869,2.95810425,1.588322279,,1.6,81,,,6,7,9.5,10.5,11.5
PJ,3/4/2020 8:00,1583308800,1.6,1.488017435,2.834640227,1.589567351,,1.7,80,,,7,7,9.5,10.5,11.5
PJ,3/4/2020 9:00,1583312400,2.5,1.994008717,2.804218388,1.590780789,,3.2,70,,,8,7.5,9.5,11,11.5
PJ,3/4/2020 10:00,1583316000,3,2.497004359,2.822016717,1.592010795,,3.5,63,,,9,7.5,9.5,11,11.5
PJ,3/4/2020 11:00,1583319600,3.8,3.148502179,2.910924288,1.593328391,,4.1,53,,,7,7.5,9.5,11,11.5
PJ,3/4/2020 12:00,1583323200,4.5,3.82425109,3.055385716,1.594788988,,4.8,50,,,8,7.5,9.5,11,11.5
PJ,3/4/2020 13:00,1583326800,3.3,3.562125545,3.077623378,1.596270341,,4,50,,,6,7,9.5,11,11.5
PJ,3/4/2020 14:00,1583330400,4,3.781062772,3.161475799,1.597833982,,4.2,47,,,6,7,9.5,11,11.5
PJ,3/4/2020 15:00,1583334000,2.7,3.240531386,3.119523453,1.599354152,,4.3,54,,,4.5,6.5,9.5,10.5,11.5
PJ,3/4/2020 16:00,1583337600,2.5,2.870265693,3.063203139,1.600816538,,5.2,51,,,3.5,6,9.5,10.5,11
PJ,3/4/2020 17:00,1583341200,1.5,2.185132847,2.921093763,1.602135497,,4.4,55,,,3,6,9.5,10.5,11
PJ,3/4/2020 18:00,1583344800,0.2,1.192566423,2.673721603,1.603206012,,4.4,61,,,3,6,9.5,10.5,11
PJ,3/4/2020 19:00,1583348400,-0.4,0.396283212,2.394292366,1.603996308,,2.5,61,,,3,5.5,9.5,10.5,11
PJ,3/4/2020 20:00,1583352000,-0.4,-0.001858394,2.140265787,1.604532042,,1.8,63,,,2.5,5.5,9,10,11
PJ,3/4/2020 21:00,1583355600,-0.5,-0.250929197,1.900241625,1.604827456,,1.2,64,,,2.5,5.5,9,10,10.5
PJ,3/4/2020 22:00,1583359200,-0.9,-0.575464599,1.645674204,1.604868262,,2.1,66,,,2.5,5,9,10,10.5
PJ,3/4/2020 23:00,1583362800,-1,-0.787732299,1.405158368,1.604668752,,2.2,68,,,2,5,9,10,10.5
PJ,3/5/2020 0:00,1583366400,-1.4,-1.09386615,1.150143971,1.604214681,,1.7,70,,,1,4.5,9,10,10.5
PJ,3/5/2020 1:00,1583370000,-1.7,-1.396933075,0.891039973,1.603502219,,1.3,69,,,1,4.5,9,10,10.5
PJ,3/5/2020 2:00,1583373600,-3,-2.198466537,0.537309067,1.602437091,,0.4,74,,,0.5,4,9,10,10.5
PJ,3/5/2020 3:00,1583377200,-3.2,-2.699233269,0.197553697,1.601033611,,1.3,71,,,-0.5,3.5,9,9.5,10
PJ,3/5/2020 4:00,1583380800,-3.6,-3.149616634,-0.147678457,1.599286646,,0.5,72,,,-1,3.5,9,9.5,10
PJ,3/5/2020 5:00,1583384400,-4.9,-4.024808317,-0.579707688,1.597109828,,0.1,81,,,-1.5,3,9,9.5,10
PJ,3/5/2020 6:00,1583388000,-5.5,-4.762404159,-1.02700699,1.594488333,,0.6,86,,,0.5,3.5,9,9.5,10
PJ,3/5/2020 7:00,1583391600,-5.9,-5.331202079,-1.470006354,1.5914269,,0.2,84,,,4,4,8.5,9.5,10
PJ,3/5/2020 8:00,1583395200,-4.3,-4.81560104,-1.727278504,1.58811151,,0,85,,,7,5,8.5,9.5,10
PJ,3/5/2020 9:00,1583398800,-1.6,-3.20780052,-1.715707731,1.584810991,,0.5,63,,,7,5,8.5,9.5,10
PJ,3/5/2020 10:00,1583402400,0.2,-1.50390026,-1.541552482,1.581687751,,0.8,56,,,10,6,8.5,10,10.5
PJ,3/5/2020 11:00,1583406000,0.6,-0.45195013,-1.346865893,1.578762123,,1.5,48,,,11,6.5,8.5,10,10.5
PJ,3/5/2020 12:00,1583409600,2.9,1.224024935,-0.960787176,1.57622511,,2.5,42,,,12.5,7.5,9,10,10.5
PJ,3/5/2020 13:00,1583413200,4,2.612012468,-0.509806523,1.574141163,,1.9,39,,,12.5,7.5,9,10,10.5
PJ,3/5/2020 14:00,1583416800,5.7,4.156006234,0.054721343,1.572623261,,3.4,44,,,13,8,9,10.5,11
PJ,3/5/2020 15:00,1583420400,5.5,4.828003117,0.549746675,1.571601406,,1.8,39,,,12.5,8,9,10.5,11
PJ,3/5/2020 16:00,1583424000,6.2,5.514001558,1.063406068,1.571093718,,1.9,38,,,11.5,7.5,9,10.5,11
PJ,3/5/2020 17:00,1583427600,6,5.757000779,1.512187335,1.571034871,,2.4,39,,,7,6.5,9,10,11
PJ,3/5/2020 18:00,1583431200,5.3,5.52850039,1.856533941,1.571320085,,1.7,39,,,5,6,9,10,10.5
PJ,3/5/2020 19:00,1583434800,2.7,4.114250195,1.933212673,1.571681616,,2.8,60,,,3.5,5.5,9,10,10.5
PJ,3/5/2020 20:00,1583438400,1.2,2.657125097,1.866556976,1.571976197,,1.9,70,,,2.5,5.5,9,10,10.5
PJ,3/5/2020 21:00,1583442000,-0.1,1.278562549,1.687779069,1.572091884,,0.9,73,,,1.5,5,9,9.5,10
PJ,3/5/2020 22:00,1583445600,-1.3,-0.010718726,1.41616279,1.57193611,,1.1,78,,,0.5,4.5,8.5,9.5,10
PJ,3/5/2020 23:00,1583449200,-2.4,-1.205359363,1.0692389,1.571433915,,0.3,86,,,0,4,8.5,9.5,10
PJ,3/6/2020 0:00,1583452800,-3.2,-2.202679681,0.681126273,1.570544497,,0.4,86,,,-0.5,4,8.5,9.5,10
PJ,3/6/2020 1:00,1583456400,-3.8,-3.001339841,0.273751157,1.569248999,,0.4,92,,,-1,3.5,8.5,9,9.5
PJ,3/6/2020 2:00,1583460000,-4.5,-3.75066992,-0.160226221,1.567521252,,0.2,92,,,-1.5,3,8.5,9,9.5
PJ,3/6/2020 3:00,1583463600,-5.5,-4.62533496,-0.645660201,1.565310281,,0.1,94,,,-1.5,3,8.5,9,9.5
PJ,3/6/2020 4:00,1583467200,-6,-5.31266748,-1.132418364,1.562615248,,0.1,94,,,-2,2.5,8.5,9,9.5
PJ,3/6/2020 5:00,1583470800,-6.2,-5.75633374,-1.593107604,1.559462678,,0.1,95,,,-2,2.5,8.5,9,9.5
PJ,3/6/2020 6:00,1583474400,-6.9,-6.32816687,-2.075552367,1.555831294,,0,94,,,0,3,8.5,9,9.5
PJ,3/6/2020 7:00,1583478000,-6.9,-6.614083435,-2.514138516,1.55176539,,0.4,94,,,3,3.5,8.5,9,9.5
PJ,3/6/2020 8:00,1583481600,-5.1,-5.857041718,-2.749216832,1.547468704,,0.6,95,,,7.5,4.5,8.5,9,9.5
PJ,3/6/2020 9:00,1583485200,-2.8,-4.328520859,-2.753833484,1.543171699,,0.9,91,,,10,6,8.5,9.5,10
PJ,3/6/2020 10:00,1583488800,0.4,-1.964260429,-2.467121349,1.539165412,,0.5,82,,,11.5,6.5,8.5,9.5,10
PJ,3/6/2020 11:00,1583492400,3.1,0.567869785,-1.961019408,1.535668724,,1.3,54,,,13,7.5,8.5,9.5,10
PJ,3/6/2020 12:00,1583496000,4.9,2.733934893,-1.337290371,1.532798635,,1.4,42,,,13.5,7.5,8.5,9.5,10.5
PJ,3/6/2020 13:00,1583499600,6.5,4.616967446,-0.624809428,1.530643183,,1.7,32,,,13.5,8,8.5,10,10.5
PJ,3/6/2020 14:00,1583503200,6.8,5.708483723,0.050173247,1.529164192,,2,27,,,14,8.5,9,10,10.5
PJ,3/6/2020 15:00,1583506800,7.1,6.404241862,0.691066588,1.528326931,,1.6,25,,,14,8.5,9,10,11
PJ,3/6/2020 16:00,1583510400,8,7.202120931,1.35551508,1.528154292,,1.7,30,,,12,8,9,10,11
PJ,3/6/2020 17:00,1583514000,7.8,7.501060465,1.941377346,1.528567102,,0.8,34,,,8,7.5,9,10,10.5
PJ,3/6/2020 18:00,1583517600,6.4,6.950530233,2.346706678,1.529384425,,1.4,42,,,5,6.5,9,10,10.5
PJ,3/6/2020 19:00,1583521200,3.8,5.375265116,2.478824253,1.530332916,,1.3,54,,,4,6,8.5,9.5,10
PJ,3/6/2020 20:00,1583524800,1.8,3.587632558,2.417112957,1.53121881,,0.5,62,,,3,5.5,8.5,9.5,10
PJ,3/6/2020 21:00,1583528400,0.6,2.093816279,2.25192087,1.531938792,,0.8,64,,,2,5,8.5,9.5,10
PJ,3/6/2020 22:00,1583532000,-0.4,0.84690814,2.010837154,1.532417212,,0.5,71,,,1.5,5,8.5,9.5,10
PJ,3/6/2020 23:00,1583535600,-1.8,-0.47654593,1.664397413,1.532549061,,0.1,73,,,2.5,5,8.5,9.5,10
PJ,3/7/2020 0:00,1583539200,-2,-1.238272965,1.331270376,1.532347983,,0,78,,,1.5,5,8.5,9,9.5
PJ,3/7/2020 1:00,1583542800,-1.4,-1.319136483,1.082973069,1.531899057,,0.8,76,,,1,4.5,8.5,9,9.5
PJ,3/7/2020 2:00,1583546400,-2.1,-1.709568241,0.793611881,1.531161507,,0.7,80,,,2,4.5,8.5,9,9.5
PJ,3/7/2020 3:00,1583550000,-2.8,-2.254784121,0.466919891,1.530098329,,0.1,83,,,2.5,4.5,8,9,9.5
PJ,3/7/2020 4:00,1583553600,-1.8,-2.02739206,0.260836265,1.528830335,,0.1,75,,,2,4.5,8,9,9.5
PJ,3/7/2020 5:00,1583557200,-1.5,-1.76369603,0.100760241,1.527403691,,0.4,72,,,2.5,4.5,8,9,9.5
PJ,3/7/2020 6:00,1583560800,-2,-1.881848015,-0.090217963,1.525787686,,0.5,77,,,3.5,4.5,8,9,9.5
PJ,3/7/2020 7:00,1583564400,-1.7,-1.790924008,-0.236561784,1.524027097,,0.1,77,,,5,5,8,9,9.5
PJ,3/7/2020 8:00,1583568000,-0.9,-1.345462004,-0.296874349,1.522208014,,0.5,73,,,8,6,8,9,10
PJ,3/7/2020 9:00,1583571600,0,-0.672731002,-0.269885772,1.520417711,,1.7,70,,,11,7,8.5,9.5,10
PJ,3/7/2020 10:00,1583575200,2.1,0.713634499,-0.054441611,1.518844425,,1.1,64,,,14,8.5,9,10,10.5
PJ,3/7/2020 11:00,1583578800,4.5,2.60681725,0.359598535,1.517686337,,1.7,55,,,15.5,9,9,10.5,11
PJ,3/7/2020 12:00,1583582400,8,5.303408625,1.054180487,1.517223294,,1.6,44,,,17,10,9.5,11,11.5
PJ,3/7/2020 13:00,1583586000,9.9,7.601704312,1.858345897,1.517564076,,2.1,33,,,17,10.5,10,11,11.5
PJ,3/7/2020 14:00,1583589600,11.8,9.700852156,2.762132634,1.518807401,,1.5,28,,,16.5,10.5,10,11,12
PJ,3/7/2020 15:00,1583593200,12.2,10.95042608,3.620120576,1.520906615,,1.8,31,,,15.5,10.5,10,11.5,12
PJ,3/7/2020 16:00,1583596800,11.8,11.37521304,4.363745978,1.523746615,,1.9,33,,,14,10.5,10,11.5,12
PJ,3/7/2020 17:00,1583600400,11.5,11.43760652,5.012496344,1.527231879,,1.5,35,,,11,10,10,11.5,12
PJ,3/7/2020 18:00,1583604000,10.1,10.76880326,5.474996676,1.5311757,,1.9,46,,,8.5,9.5,10,11,12
PJ,3/7/2020 19:00,1583607600,8.3,9.53440163,5.73181516,1.535372143,,0.7,56,,,6.5,9,10,11,11.5
PJ,3/7/2020 20:00,1583611200,6.7,8.117200815,5.819831964,1.539652323,,0,69,,,5.5,8.5,10,11,11.5
PJ,3/7/2020 21:00,1583614800,4.6,6.358600407,5.708938149,1.543817444,,0.9,77,,,4.5,8,10,10.5,11
PJ,3/7/2020 22:00,1583618400,3.3,4.829300204,5.489943772,1.547759628,,0.7,80,,,4,7.5,9.5,10.5,11
PJ,3/7/2020 23:00,1583622000,1.9,3.364650102,5.163585247,1.551371841,,1.3,87,,,3,7,9.5,10.5,10.5
PJ,3/8/2020 0:00,1583625600,0.8,2.082325051,4.766895679,1.554584153,,0.6,91,,,2.5,7,9.5,10,10.5
PJ,3/8/2020 1:00,1583629200,-0.1,0.991162525,4.324450617,1.557351252,,0.6,91,,,2,6.5,9,10,10.5
PJ,3/8/2020 2:00,1583632800,-0.7,0.145581263,3.867682379,1.559659275,,0,94,,,1.5,6,9,10,10
PJ,3/8/2020 3:00,1583636400,-1.4,-0.627209369,3.388802163,1.561486591,,0.1,96,,,1.5,5.5,9,9.5,10
PJ,3/8/2020 4:00,1583640000,-2,-1.313604684,2.898911057,1.562822679,,0,97,,,1,5,9,9.5,10
PJ,3/8/2020 5:00,1583643600,-2.3,-1.806802342,2.426282779,1.563685277,,0.4,97,,,0.5,5,8.5,9.5,10
PJ,3/8/2020 6:00,1583647200,-2.8,-2.303401171,1.951166163,1.56407237,,0.7,96,,,2,5,8.5,9.5,10
PJ,3/8/2020 7:00,1583650800,-3.1,-2.701700586,1.491969239,1.564000339,,0.6,96,,,6.5,6,8.5,9.5,10.5
PJ,3/8/2020 8:00,1583654400,-1.5,-2.100850293,1.219972036,1.563656655,,0.8,95,,,11.5,8,9,10,10.5
PJ,3/8/2020 9:00,1583658000,1.8,-0.150425146,1.272701851,1.56336599,,0.4,83,,,16,9.5,9.5,10.5,11.5
PJ,3/8/2020 10:00,1583661600,5.6,2.724787427,1.666092591,1.563468614,,1.6,64,,,17.5,10.5,10,11,12
PJ,3/8/2020 11:00,1583665200,10,6.362393713,2.423720538,1.564328007,,1.2,50,,,19.5,11.5,10.5,11.5,12
PJ,3/8/2020 12:00,1583668800,11.8,9.081196857,3.27610958,1.566038078,,1.5,41,,,19.5,12,10.5,12,12.5
PJ,3/8/2020 13:00,1583672400,14.3,11.69059843,4.278281436,1.568747612,,1.7,34,,,19,12.5,11,12,12.5
PJ,3/8/2020 14:00,1583676000,14.9,13.29529921,5.243892215,1.572419085,,2.1,30,,,18.5,12.5,11,12.5,13
PJ,3/8/2020 15:00,1583679600,15.5,14.39764961,6.17626565,1.577018333,,1.5,27,,,17.5,12.5,11,12.5,13
PJ,3/8/2020 16:00,1583683200,15.2,14.7988248,6.996605136,1.582432505,,1.5,29,,,14,12,11,12.5,13
PJ,3/8/2020 17:00,1583686800,14.8,14.7994124,7.706004669,1.58854996,,1.6,34,,,10.5,11.5,11,12.5,13
PJ,3/8/2020 18:00,1583690400,12.5,13.6497062,8.141822426,1.595096686,,3,42,,,8,11,11,12,12.5
PJ,3/8/2020 19:00,1583694000,10.1,11.8748531,8.31983857,1.60181471,,1.8,57,,,7,10.5,11,12,12.5
PJ,3/8/2020 20:00,1583697600,6.7,9.28742655,8.172580518,1.608378911,,0.4,66,,,6.5,10,11,12,12.5
PJ,3/8/2020 21:00,1583701200,4.9,7.093713275,7.875073198,1.614639345,,1,74,,,5.5,9.5,11,11.5,12
PJ,3/8/2020 22:00,1583704800,4,5.546856638,7.522793816,1.620541597,,0.6,72,,,5,9,11,11.5,12
PJ,3/8/2020 23:00,1583708400,2.8,4.173428319,7.093448924,1.626009037,,0.3,79,,,4.5,8.5,10.5,11.5,11.5
PJ,3/9/2020 0:00,1583712000,1.8,2.986714159,6.612226294,1.630990273,,0.1,84,,,4,8.5,10.5,11,11.5
PJ,3/9/2020 1:00,1583715600,1.2,2.09335708,6.120205722,1.635475004,,0,85,,,3.5,8,10,11,11.5
PJ,3/9/2020 2:00,1583719200,0.7,1.39667854,5.627459748,1.639463001,,0.2,93,,,3.5,7.5,10,11,11.5
PJ,3/9/2020 3:00,1583722800,0,0.69833927,5.115872498,1.642935937,,0,91,,,3,7,10,10.5,11
PJ,3/9/2020 4:00,1583726400,0.3,0.499169635,4.678065907,1.645968035,,0.3,92,,,2,6.5,10,10.5,11
PJ,3/9/2020 5:00,1583730000,-0.2,0.149584817,4.23460537,1.648554086,,0.5,93,,,1.5,6.5,9.5,10.5,11
PJ,3/9/2020 6:00,1583733600,-1.2,-0.525207591,3.740550336,1.650643993,,0,93,,,3.5,6.5,9.5,10.5,11
PJ,3/9/2020 7:00,1583737200,-1.8,-1.162603796,3.236863942,1.652228628,,0,96,,,8,7.5,9.5,11,11.5
PJ,3/9/2020 8:00,1583740800,0.2,-0.481301898,2.960785402,1.653535878,,0.2,95,,,13.5,9.5,10,11,12
PJ,3/9/2020 9:00,1583744400,4,1.759349051,3.055259456,1.654936201,,1.1,78,,,15.5,10.5,10,11.5,12
PJ,3/9/2020 10:00,1583748000,7.7,4.729674526,3.477508597,1.656756953,,0.9,64,,,19,12,10.5,12,12.5
PJ,3/9/2020 11:00,1583751600,9.8,7.264837263,4.052280542,1.659150083,,1.4,55,,,19.5,12.5,11,12.5,13
PJ,3/9/2020 12:00,1583755200,13.6,10.43241863,4.920255039,1.66240793,,0.8,36,,,19,12.5,11,12.5,13
PJ,3/9/2020 13:00,1583758800,14.8,12.61620932,5.818413671,1.666559784,,1,32,,,18,12.5,11,12.5,13
PJ,3/9/2020 14:00,1583762400,14.7,13.65810466,6.62583061,1.671514101,,1.2,33,,,17,13,11,12.5,13
PJ,3/9/2020 15:00,1583766000,14.6,14.12905233,7.3507551,1.677187668,,2.4,31,,,15.5,12.5,11,12.5,13
PJ,3/9/2020 16:00,1583769600,14.3,14.21452616,7.982504637,1.683486686,,1.9,36,,,14,12.5,11.5,12.5,13.5
PJ,3/9/2020 17:00,1583773200,13.3,13.75726308,8.465913306,1.690262337,,1.6,39,,,11,12,11.5,12.5,13.5
PJ,3/9/2020 18:00,1583776800,12.6,13.17863154,8.841739369,1.69740667,,0.6,37,,,9.5,12,11.5,12.5,13
PJ,3/9/2020 19:00,1583780400,11,12.08931577,9.037944881,1.704739875,,0.3,43,,,9.5,11.5,11.5,13,13
PJ,3/9/2020 20:00,1583784000,9.5,10.79465789,9.079949892,1.712107717,,0,51,,,9,11.5,11.5,13,13
PJ,3/9/2020 21:00,1583787600,9.1,9.947328943,9.081772629,1.719470019,,0.4,55,,,8.5,11.5,11.5,12.5,13
PJ,3/9/2020 22:00,1583791200,8.9,9.423664471,9.065247845,1.726808459,,0.1,58,,,8.5,11.5,11.5,12.5,13
PJ,3/9/2020 23:00,1583794800,7.6,8.511832236,8.932043495,1.734006496,,1.6,66,,,9,11.5,11.5,13,13
PJ,3/10/2020 0:00,1583798400,8.1,8.305916118,8.856403177,1.741121777,,0.9,59,,,8,11,11.5,12.5,13
PJ,3/10/2020 1:00,1583802000,8.5,8.402958059,8.824002888,1.748197582,,0.2,54,,,8,11,11.5,12.5,13
PJ,3/10/2020 2:00,1583805600,7.1,7.751479029,8.667275353,1.755109748,,0.4,67,,,7,10.5,11.5,12.5,13
PJ,3/10/2020 3:00,1583809200,6.8,7.275739515,8.497523048,1.761845426,0,0,73,,,7,10.5,11.5,12.5,13
PJ,3/10/2020 4:00,1583812800,5.4,6.337869757,8.215930044,1.768293063,,0,92,,,7,10,11.5,12.5,13
PJ,3/10/2020 5:00,1583816400,5.4,5.868934879,7.959936404,1.774478521,,0,97,,,7,10,11.5,12.5,13
PJ,3/10/2020 6:00,1583820000,5.5,5.684467439,7.736305821,1.780434392,2,0.1,98,,,7,10,11.5,12.5,13
PJ,3/10/2020 7:00,1583823600,5.6,5.64223372,7.542096201,1.786190298,,0,99,,,7.5,10,11,12.5,13
PJ,3/10/2020 8:00,1583827200,6,5.82111686,7.401905638,1.791800403,,0.8,99,,,8,10.5,11,12.5,13
PJ,3/10/2020 9:00,1583830800,6.3,6.06055843,7.301732398,1.797304831,5.3,0.5,100,,,8,10.5,11,12.5,13
PJ,3/10/2020 10:00,1583834400,6.9,6.480279215,7.265211271,1.802767275,,2,98,,,8,10.5,11,12.5,13
PJ,3/10/2020 11:00,1583838000,7.1,6.790139607,7.250192064,1.808209257,,1.5,95,,,8.5,10.5,11,12.5,13
PJ,3/10/2020 12:00,1583841600,7,6.895069804,7.227447331,1.813623082,3.2,1.5,95,,,8,10.5,11,12.5,13
PJ,3/10/2020 13:00,1583845200,7.4,7.147534902,7.243133937,1.819047168,,1.9,94,,,8,10.5,11,12.5,13
PJ,3/10/2020 14:00,1583848800,7,7.073767451,7.221030852,1.824443756,,2.8,91,,,8.5,10.5,11,12.5,13
PJ,3/10/2020 15:00,1583852400,7,7.036883725,7.200937138,1.829814878,0.7,2.3,92,,,8.5,10.5,11.5,12.5,13
PJ,3/10/2020 16:00,1583856000,7.3,7.168441863,7.209942853,1.835189631,,1.8,90,,,7,10,11.5,12.5,13
PJ,3/10/2020 17:00,1583859600,7.5,7.334220931,7.236311685,1.840585357,,1.5,85,,,7,10,11.5,12.5,13
PJ,3/10/2020 18:00,1583863200,6,6.667110466,7.123919713,1.845863414,0,4.3,83,,,6.5,9.5,11.5,12.5,13
PJ,3/10/2020 19:00,1583866800,6,6.333555233,7.021745194,1.851034125,,2,76,,,6,9.5,11,12.5,13
PJ,3/10/2020 20:00,1583870400,5.3,5.816777616,6.865222904,1.856043304,,1.2,55,,,6,9,11,12.5,13
PJ,3/10/2020 21:00,1583874000,4.6,5.208388808,6.659293549,1.860841756,,2.7,55,,,5.5,9,11,12.5,12.5
PJ,3/10/2020 22:00,1583877600,4,4.604194404,6.41753959,1.865393902,,4.6,55,,,5,8.5,11,12,12.5
PJ,3/10/2020 23:00,1583881200,3.3,3.952097202,6.1341269,1.86965837,,2.4,58,,,4.5,8.5,11,12,12.5
PJ,3/11/2020 0:00,1583884800,3,3.476048601,5.849206272,1.873633943,,2.8,57,,,4,8,11,12,12.5
PJ,3/11/2020 1:00,1583888400,2.2,2.838024301,5.517460248,1.877274129,,2.7,59,,,4,8,11,12,12.5
PJ,3/11/2020 2:00,1583892000,1.7,2.26901215,5.170418407,1.880563983,,2.3,58,,,3.5,7.5,10.5,12,12.5
PJ,3/11/2020 3:00,1583895600,1.2,1.734506075,4.809471279,1.883489965,,1.5,58,,,3,7,10.5,11.5,12
PJ,3/11/2020 4:00,1583899200,0.8,1.267253038,4.44497389,1.88604889,,2.4,58,,,2.5,7,10.5,11.5,12
PJ,3/11/2020 5:00,1583902800,0.3,0.783626519,4.068158082,1.888228819,,1.9,59,,,2,6.5,10.5,11.5,12
PJ,3/11/2020 6:00,1583906400,-0.4,0.191813259,3.661961893,1.89000078,,1.2,59,,,4,6.5,10.5,11.5,12
PJ,3/11/2020 7:00,1583910000,-1.1,-0.45409337,3.229056266,1.891338498,,0.9,62,,,5.5,7,10,11.5,12
PJ,3/11/2020 8:00,1583913600,0.6,0.072953315,2.990051151,1.892436113,,0.8,56,,,7.5,7.5,10,11.5,12
PJ,3/11/2020 9:00,1583917200,2,1.036476657,2.900046501,1.893442717,,2.3,47,,,10,8,10,11.5,12.5
PJ,3/11/2020 10:00,1583920800,3,2.018238329,2.909133183,1.894457392,,3.2,44,,,11.5,8.5,10.5,12,12.5
PJ,3/11/2020 11:00,1583924400,4.4,3.209119164,3.04466653,1.895606452,,2.9,40,,,13,9,10.5,12,12.5
PJ,3/11/2020 12:00,1583928000,5.4,4.304559582,3.258787754,1.896968272,,3.5,38,,,13.5,9.5,10.5,12,12.5
PJ,3/11/2020 13:00,1583931600,6.6,5.452279791,3.562534322,1.898632174,,4.4,36,,,14,10,10.5,12,13
PJ,3/11/2020 14:00,1583935200,6.9,6.176139896,3.865940293,1.900597517,,2.7,36,,,14.5,10,10.5,12,13
PJ,3/11/2020 15:00,1583938800,7.6,6.888069948,4.205400266,1.902900017,,3,33,,,13.5,10,10.5,12.5,13
PJ,3/11/2020 16:00,1583942400,8.3,7.594034974,4.577636606,1.905572082,,2.7,31,,,11.5,10,11,12,13
PJ,3/11/2020 17:00,1583946000,8,7.797017487,4.888760551,1.90855229,,4.1,39,,,7,9,11,12,12.5
PJ,3/11/2020 18:00,1583949600,7,7.398508743,5.08069141,1.91172126,,3.6,49,,,6,8.5,11,12,12.5
PJ,3/11/2020 19:00,1583953200,4.6,5.999254372,5.036992191,1.914843409,,2.1,56,,,5.5,8,11,12,12.5
PJ,3/11/2020 20:00,1583956800,3.5,4.749627186,4.897265628,1.917822852,,2.4,62,,,3.5,7.5,10.5,12,12
PJ,3/11/2020 21:00,1583960400,2.9,3.824813593,4.715696025,1.92061793,,1.1,66,,,3,7,10.5,11.5,12
PJ,3/11/2020 22:00,1583964000,0.5,2.162406796,4.332450932,1.923027353,,1.4,75,,,2.5,7,10.5,11.5,12
PJ,3/11/2020 23:00,1583967600,-0.2,0.981203398,3.920409938,1.92502274,,0.9,80,,,3,6.5,10.5,11.5,12
PJ,3/12/2020 0:00,1583971200,-0.7,0.140601699,3.500372671,1.926596517,,0.7,86,,,3.5,6.5,10.5,11.5,12
PJ,3/12/2020 1:00,1583974800,-0.3,-0.07969915,3.154884246,1.927823577,,1.5,81,,,2.5,6.5,10,11.5,12
PJ,3/12/2020 2:00,1583978400,0.1,0.010150425,2.877167497,1.928771973,,1.2,81,,,1,6,10,11,11.5
PJ,3/12/2020 3:00,1583982000,-0.7,-0.344924788,2.551970452,1.929394549,,0.8,86,,,1,5.5,10,11,11.5
PJ,3/12/2020 4:00,1583985600,-2.5,-1.422462394,2.092700411,1.929557691,,0.1,91,,,1,5.5,10,11,11.5
PJ,3/12/2020 5:00,1583989200,-3,-2.211231197,1.629727646,1.929258161,,0.3,93,,,1,5,10,11,11.5
PJ,3/12/2020 6:00,1583992800,-2.9,-2.555615598,1.217934224,1.928547548,,0.6,96,,,3,5.5,10,11,11.5
PJ,3/12/2020 7:00,1583996400,-2.8,-2.677807799,0.852667476,1.927472742,,0.2,97,,,9,6.5,10,11,12
PJ,3/12/2020 8:00,1584000000,-1.3,-1.9889039,0.656970433,1.926203509,,0.7,96,,,13.5,8,10,11.5,12
PJ,3/12/2020 9:00,1584003600,2.3,0.15554805,0.806336757,1.925084761,,0.3,85,,,15,9,10,11.5,12
PJ,3/12/2020 10:00,1584007200,5.6,2.877774025,1.242124325,1.924402483,,1,74,,,16,9.5,10,11.5,12.5
PJ,3/12/2020 11:00,1584010800,7.1,4.988887013,1.774658477,1.924252889,,2.7,59,,,17.5,10.5,10.5,12,12.5
PJ,3/12/2020 12:00,1584014400,8,6.494443506,2.340598615,1.924668818,,2.4,51,,,18,11,10.5,12,13
PJ,3/12/2020 13:00,1584018000,9.8,8.147221753,3.018726014,1.925761783,,4.3,37,,,18,11,11,12.5,13
PJ,3/12/2020 14:00,1584021600,10.3,9.223610877,3.680660013,1.927514928,,4.2,35,,,17,11,11,12.5,13
PJ,3/12/2020 15:00,1584025200,10.9,10.06180544,4.336963648,1.929921969,,4.1,38,,,14.5,11,11,12.5,13
PJ,3/12/2020 16:00,1584028800,10.1,10.08090272,4.860876044,1.932849995,,6.3,30,,,13,10.5,11,12.5,13
PJ,3/12/2020 17:00,1584032400,9,9.54045136,5.23716004,1.936151005,,4.1,45,,,12,10.5,11,12.5,13
