Loaction,excel_date,Date,Air_Temperature,LPF_1,LPF_2,LPF_3,RF,Wind_Speed,Humidity,Solar_Radiation,Snow,0mm,100mm,500mm,800mm,1100mm
PJ,9/1/2019 0:00,1567296000,18.1,18.1,18.1,18.1,,0,99,,,17,18.5,23,25,24.5
PJ,9/1/2019 1:00,1567299600,17.6,17.85,18.05454545,18.09995459,,0.3,100,,,16,18.5,23,25,24.5
PJ,9/1/2019 2:00,1567303200,17.2,17.525,17.9768595,18.09983162,,0,100,,,15.5,18.5,23,25,24.5
PJ,9/1/2019 3:00,1567306800,17.5,17.5125,17.93350864,18.09966546,,0.6,100,,,16,18.5,23,25,24.5
PJ,9/1/2019 4:00,1567310400,17.2,17.35625,17.86682604,18.09943286,,0.5,100,,,15.5,18,23,25,24.5
PJ,9/1/2019 5:00,1567314000,17.2,17.278125,17.80620549,18.09913992,,0.5,100,,,15.5,18,23,25,24.5
PJ,9/1/2019 6:00,1567317600,16.8,17.0390625,17.71473226,18.0987559,,0.4,100,,,15,18,23,25,24.5
PJ,9/1/2019 7:00,1567321200,16.7,16.86953125,17.62248387,18.0982801,,1.1,100,,,15,18,23,25,24.5
PJ,9/1/2019 8:00,1567324800,17.2,17.03476563,17.58407625,18.09776641,,0.8,100,,,15.5,18,23,25,24.5
PJ,9/1/2019 9:00,1567328400,18.2,17.61738281,17.64006932,18.09730917,,1.4,100,,,17.5,18.5,23,25,24.5
PJ,9/1/2019 10:00,1567332000,22.2,19.90869141,18.05460847,18.09726651,,1,99,,,26.5,20.5,23,24.5,24.5
PJ,9/1/2019 11:00,1567335600,24,21.9543457,18.59509861,18.09776385,,0.6,78,,,30,22.5,23,24.5,24.5
PJ,9/1/2019 12:00,1567339200,25.2,23.57717285,19.19554419,18.09886053,,0.7,70,,,32,24,23,24.5,24.5
PJ,9/1/2019 13:00,1567342800,25.7,24.63858643,19.78685835,18.10054684,,0.4,59,,,33,24.5,23,24.5,24.5
PJ,9/1/2019 14:00,1567346400,25.9,25.26929321,20.3425985,18.10278665,,0.9,61,,,34,25.5,23.5,24.5,24.5
PJ,9/1/2019 15:00,1567350000,25.7,25.48464661,20.829635,18.10551078,,0.9,64,,,33.5,25.5,23.5,24.5,24.5
PJ,9/1/2019 16:00,1567353600,24.7,25.0923233,21.18148637,18.10858368,,0.5,75,,,31,25,23.5,24.5,24.5
PJ,9/1/2019 17:00,1567357200,25.6,25.34616165,21.58316942,18.1120548,,1.1,65,,,33,26,23.5,24.5,24.5
PJ,9/1/2019 18:00,1567360800,24.6,24.97308083,21.85742675,18.11579643,,0.8,73,,,30,25.5,23.5,24.5,24.5
PJ,9/1/2019 19:00,1567364400,21.7,23.33654041,21.84311523,18.11952002,,0.9,87,,,22,23.5,24,24.5,24.5
PJ,9/1/2019 20:00,1567368000,20.3,21.81827021,21.70283202,18.12309975,,0,90,,,19.5,22.5,24,24.5,24.5
PJ,9/1/2019 21:00,1567371600,18.8,20.3091351,21.4389382,18.12641228,,1.2,95,,,17.5,22,24,24.5,24.5
PJ,9/1/2019 22:00,1567375200,18.6,19.45456755,21.18085291,18.12946367,,0,96,,,17.5,21.5,24,25,24.5
PJ,9/1/2019 23:00,1567378800,18.2,18.82728378,20.90986628,18.13224129,,0,98,,,17,21.5,24,25,24.5
PJ,9/2/2019 0:00,1567382400,17.8,18.31364189,20.62715117,18.13473371,,0.4,99,,,16.5,21,24,25,24.5
PJ,9/2/2019 1:00,1567386000,17.4,17.85682094,20.33377379,18.13693055,,0,100,,,16,20.5,23.5,25,24.5
PJ,9/2/2019 2:00,1567389600,17.1,17.47841047,20.03979435,18.13883152,,0,99,,,15.5,20.5,23.5,25,24.5
PJ,9/2/2019 3:00,1567393200,16.6,17.03920524,19.72708578,18.14041819,,0,100,,,15.5,20,23.5,25,24.5
PJ,9/2/2019 4:00,1567396800,16.4,16.71960262,19.42462343,18.14170111,,0.5,100,,,15,19.5,23.5,25,24.5
PJ,9/2/2019 5:00,1567400400,16.5,16.60980131,19.15874858,18.14271714,,0.3,100,,,15,19.5,23.5,25,25
PJ,9/2/2019 6:00,1567404000,16.1,16.35490065,18.88068052,18.14345437,,0.2,100,,,14.5,19,23.5,25,25
PJ,9/2/2019 7:00,1567407600,16.3,16.32745033,18.6460732,18.14395648,,0.6,100,,,14.5,19,23.5,25,25
PJ,9/2/2019 8:00,1567411200,17.1,16.71372516,18.50552109,18.14431769,,0.5,100,,,15.5,19,23.5,25,25
PJ,9/2/2019 9:00,1567414800,20.5,18.60686258,18.68683736,18.14485966,,0.7,88,,,22,20,23.5,25,25
PJ,9/2/2019 10:00,1567418400,23.7,21.15343129,19.14257942,18.14585639,,1.1,77,,,29.5,22.5,23.5,25,25
PJ,9/2/2019 11:00,1567422000,24.8,22.97671565,19.65689038,18.14736591,,1.2,70,,,31.5,24,23.5,25,25
PJ,9/2/2019 12:00,1567425600,26.8,24.88835782,20.30626398,18.14952265,,0.7,59,,,35.5,26,23.5,25,24.5
PJ,9/2/2019 13:00,1567429200,27.6,26.24417891,20.96933089,18.15233964,,1.1,51,,,37,27,23.5,24.5,24.5
PJ,9/2/2019 14:00,1567432800,27.6,26.92208946,21.57211899,18.15575601,,0.9,47,,,37.5,27.5,23.5,25,24.5
PJ,9/2/2019 15:00,1567436400,27.2,27.06104473,22.08374454,18.15968007,,0.6,55,,,37,28,24,25,24.5
PJ,9/2/2019 16:00,1567440000,26.1,26.58052236,22.44885867,18.16396496,,1,68,,,34,27.5,24,25,24.5
PJ,9/2/2019 17:00,1567443600,24.9,25.74026118,22.6716897,18.16846819,,0.7,80,,,30,26.5,24,25,24.5
PJ,9/2/2019 18:00,1567447200,23.6,24.67013059,22.75608155,18.17305122,,0.7,89,,,26,25.5,24,25,24.5
PJ,9/2/2019 19:00,1567450800,22.6,23.6350653,22.74189231,18.17761549,,0,86,,,23.5,25,24.5,25,24.5
PJ,9/2/2019 20:00,1567454400,21.5,22.56753265,22.62899301,18.18206242,,0.2,94,,,21.5,24,24.5,25,24.5
PJ,9/2/2019 21:00,1567458000,20.4,21.48376632,22.42635728,18.18630248,,0.1,96,,,20,23.5,24.5,25,24.5
PJ,9/2/2019 22:00,1567461600,19.8,20.64188316,22.18759753,18.19029978,,0.1,98,,,19,23,24.5,25,24.5
PJ,9/2/2019 23:00,1567465200,19.8,20.22094158,21.97054321,18.19407624,,0.1,96,,,19,23,24.5,25,25
PJ,9/3/2019 0:00,1567468800,19.2,19.71047079,21.71867565,18.19759732,,0.1,99,,,18,22.5,24.5,25,25
PJ,9/3/2019 1:00,1567472400,19.1,19.4052354,21.48061422,18.20087706,,0.4,99,,,18,22,24,25,25
PJ,9/3/2019 2:00,1567476000,19.2,19.3026177,21.27328566,18.2039464,,0.4,97,,,18,22,24,25,25
PJ,9/3/2019 3:00,1567479600,19,19.15130885,21.06662333,18.20680621,,0.5,99,,,18,21.5,24,25,25
PJ,9/3/2019 4:00,1567483200,19.1,19.12565442,20.88783939,18.20948457,,0.2,98,,,18,21.5,24,25,25
PJ,9/3/2019 5:00,1567486800,18.7,18.91282721,20.6889449,18.21196155,,0.2,99,,,17.5,21,24,25,25
PJ,9/3/2019 6:00,1567490400,18.8,18.85641361,20.51722263,18.21426451,0,1.1,98,,,17.5,21,24,25,25
PJ,9/3/2019 7:00,1567494000,19.2,19.0282068,20.39747512,18.21644554,0,0.2,95,,,18,21,24,25.5,25
PJ,9/3/2019 8:00,1567497600,19.8,19.4141034,20.3431592,18.21857013,,0.7,94,,,19,21,24,25.5,25
PJ,9/3/2019 9:00,1567501200,21.2,20.3070517,20.42105382,18.22077041,,1.5,88,,,22,22,24,25.5,25
PJ,9/3/2019 10:00,1567504800,22.5,21.40352585,20.61004893,18.2231573,,2,82,,,25.5,23,24,25.5,25
PJ,9/3/2019 11:00,1567508400,24.2,22.80176293,20.93640812,18.22586785,,1.3,79,,,30,24.5,24,25,25
PJ,9/3/2019 12:00,1567512000,25.4,24.10088146,21.3421892,18.22898105,,0.6,73,,,33,25.5,24,25,25
PJ,9/3/2019 13:00,1567515600,25.6,24.85044073,21.72926291,18.23247784,,2.1,75,,,33.5,26,24.5,25,25
PJ,9/3/2019 14:00,1567519200,26.7,25.77522037,22.1811481,18.23642256,,1.7,70,,,36,27.5,24.5,25,25
PJ,9/3/2019 15:00,1567522800,26.8,26.28761018,22.60104372,18.24078282,,1.5,67,,,36,28,24.5,25,25
PJ,9/3/2019 16:00,1567526400,26.3,26.29380509,22.93731248,18.24547466,,0.9,71,,,34.5,27.5,24.5,25,25
PJ,9/3/2019 17:00,1567530000,25.7,25.99690255,23.18846589,18.25041272,,1.4,74,,,32,27.5,24.5,25.5,25
PJ,9/3/2019 18:00,1567533600,25.2,25.59845127,23.37133262,18.25552852,,0.7,79,,,30,27,24.5,25.5,25
PJ,9/3/2019 19:00,1567537200,24.7,25.14922564,23.49212057,18.26075988,,1.3,72,,,28.5,27,24.5,25.5,25
PJ,9/3/2019 20:00,1567540800,24.2,24.67461282,23.55647324,18.2660503,,1,75,,,27,26.5,25,25.5,25
PJ,9/3/2019 21:00,1567544400,23.6,24.13730641,23.56043022,18.27133939,,1.5,78,,,25.5,26,25,25.5,25
PJ,9/3/2019 22:00,1567548000,21.2,22.6686532,23.34584566,18.27640883,1.9,0.9,96,,,21,25,25,25.5,25
PJ,9/3/2019 23:00,1567551600,21.1,21.8843266,23.14167787,18.28126924,0,0.8,97,,,21,24.5,25,25.5,25
PJ,9/4/2019 0:00,1567555200,20.8,21.3421633,22.92879806,18.28591213,,0.1,99,,,20.5,24,25,25.5,25
PJ,9/4/2019 1:00,1567558800,20.3,20.82108165,22.68981642,18.29031163,,1.4,100,,,20,23.5,25,25.5,25
PJ,9/4/2019 2:00,1567562400,20.6,20.71054083,22.49983311,18.29451695,,1.6,99,,,20,23.5,25,25.5,25
PJ,9/4/2019 3:00,1567566000,20.6,20.65527041,22.32712101,18.29854552,,1.6,97,,,20,23.5,25,25.5,25
PJ,9/4/2019 4:00,1567569600,20.2,20.42763521,22.13374637,18.30237689,,0.7,97,,,19.5,23,25,25.5,25
PJ,9/4/2019 5:00,1567573200,20.5,20.4638176,21.98522397,18.30605606,,2.3,96,,,20,23,25,25.5,25
PJ,9/4/2019 6:00,1567576800,20.2,20.3319088,21.82293089,18.30956942,,1.3,95,,,19.5,23,25,25.5,25.5
PJ,9/4/2019 7:00,1567580400,20.5,20.4159544,21.70266444,18.31295913,,0.9,96,,,20,22.5,25,25.5,25.5
PJ,9/4/2019 8:00,1567584000,20.6,20.5079772,21.60242222,18.3162453,0.2,1.3,97,,,20,22.5,25,25.5,25.5
PJ,9/4/2019 9:00,1567587600,20.3,20.4039886,21.4840202,18.31940991,1.9,1.4,99,,,19.5,22.5,25,25.5,25.5
PJ,9/4/2019 10:00,1567591200,20.6,20.5019943,21.40365473,18.32249108,1.3,3.4,98,,,20,22.5,25,25.5,25.5
PJ,9/4/2019 11:00,1567594800,21,20.75099715,21.36695884,18.3255325,0.6,2.2,98,,,21,22.5,25,25.5,25.5
PJ,9/4/2019 12:00,1567598400,20.7,20.72549858,21.30632622,18.32851032,8.8,1,99,,,20.5,22.5,25,25.5,25.5
PJ,9/4/2019 13:00,1567602000,20.6,20.66274929,21.24211475,18.33142101,23.3,3,100,,,20,22.5,25,25.5,25.5
PJ,9/4/2019 14:00,1567605600,21,20.83137464,21.22010431,18.33430681,8.7,1.6,100,,,21,22.5,25,25.5,25.5
PJ,9/4/2019 15:00,1567609200,21.7,21.26568732,21.26373119,18.33723331,1.5,1.8,99,,,22.5,23,25,25.5,25.5
PJ,9/4/2019 16:00,1567612800,22.7,21.98284366,21.39430109,18.34028732,,2.4,93,,,25,23.5,25,25.5,25.5
PJ,9/4/2019 17:00,1567616400,22.2,22.09142183,21.46754644,18.34341146,,2.5,95,,,23.5,23.5,25,25.5,25.5
PJ,9/4/2019 18:00,1567620000,22,22.04571092,21.51595131,18.34658083,,2.6,97,,,23,23,25,25.5,25.5
PJ,9/4/2019 19:00,1567623600,21.7,21.87285546,21.53268301,18.34976375,0.3,2.8,99,,,22.5,23,25,25.5,25.5
PJ,9/4/2019 20:00,1567627200,21.8,21.83642773,21.55698455,18.35296776,4,1.7,99,,,22.5,23,25,25.5,25.5
PJ,9/4/2019 21:00,1567630800,21.7,21.76821386,21.56998596,18.35618157,7.5,1.1,100,,,22,23,25,25.5,25.5
PJ,9/4/2019 22:00,1567634400,21.2,21.48410693,21.53635087,18.35935856,0,0.5,100,,,21,23,25,25.5,25.5
PJ,9/4/2019 23:00,1567638000,21.1,21.29205347,21.49668261,18.36249275,,0.2,100,,,21,23,25,25.5,25.5
PJ,9/5/2019 0:00,1567641600,21.1,21.19602673,21.46062056,18.36558778,,0.5,100,,,21,22.5,25,26,25.5
PJ,9/5/2019 1:00,1567645200,21,21.09801337,21.41874596,18.36863789,,0.7,100,,,21,22.5,25,26,25.5
PJ,9/5/2019 2:00,1567648800,21,21.04900668,21.38067814,18.37164692,,1,100,,,21,22.5,25,26,25.5
PJ,9/5/2019 3:00,1567652400,21,21.02450334,21.34607104,18.37461837,0,0.6,100,,,21,22.5,25,26,25.5
PJ,9/5/2019 4:00,1567656000,21,21.01225167,21.31461004,18.37755543,1.6,1.4,100,,,21,22.5,25,26,25.5
PJ,9/5/2019 5:00,1567659600,21.2,21.10612584,21.30419094,18.38047914,2.9,0.3,100,,,21.5,22.5,25,26,25.5
PJ,9/5/2019 6:00,1567663200,21.1,21.10306292,21.28562813,18.38338139,2.6,0.4,100,,,21,22.5,25,26,25.5
PJ,9/5/2019 7:00,1567666800,21.2,21.15153146,21.27784375,18.38627296,4.7,0.9,100,,,21.5,22.5,25,26,25.5
PJ,9/5/2019 8:00,1567670400,21.7,21.42576573,21.31622159,18.38919998,5.6,0.2,100,,,22.5,23,25,26,25.5
PJ,9/5/2019 9:00,1567674000,23.3,22.36288286,21.49656509,18.39230424,1.6,0.2,100,,,27,24,25,26,25.5
PJ,9/5/2019 10:00,1567677600,25.3,23.83144143,21.8423319,18.39575082,0.5,0.3,92,,,32.5,25.5,25,26,25.5
PJ,9/5/2019 11:00,1567681200,26,24.91572072,22.22030172,18.39957155,,0.3,87,,,34.5,26.5,25,25.5,25.5
PJ,9/5/2019 12:00,1567684800,24.7,24.80786036,22.44572884,18.40361367,0.5,0.9,97,,,30,25.5,25,26,25.5
PJ,9/5/2019 13:00,1567688400,23.6,24.20393018,22.55066258,18.40775657,8.1,1.5,98,,,26,25,25,26,25.5
PJ,9/5/2019 14:00,1567692000,21.7,22.95196509,22.47332962,18.41181809,3.5,1.3,98,,,22,24,25,26,25.5
PJ,9/5/2019 15:00,1567695600,21.2,22.07598254,22.35757238,18.4157599,2.6,1,98,,,21,23.5,25,26,25.5
PJ,9/5/2019 16:00,1567699200,21,21.53799127,22.23415671,18.41957448,2.9,0.7,99,,,20.5,23.5,25,26,25.5
PJ,9/5/2019 17:00,1567702800,21.5,21.51899564,22.16741519,18.42331858,0.2,1,98,,,21.5,23.5,25,26,25.5
PJ,9/5/2019 18:00,1567706400,22,21.75949782,22.15219563,18.42704373,,1.3,98,,,22.5,24,25,26,25.5
PJ,9/5/2019 19:00,1567710000,21.1,21.42974891,22.05654148,18.4306696,,0.4,99,,,21,23.5,25,26,25.5
PJ,9/5/2019 20:00,1567713600,20.6,21.01487445,21.92412862,18.43415957,,0.4,100,,,20,23,25,26,25.5
PJ,9/5/2019 21:00,1567717200,20.6,20.80743723,21.80375329,18.4375258,,0.3,100,,,20,23,25,26,25.5
PJ,9/5/2019 22:00,1567720800,20.2,20.50371861,21.65795754,18.44074301,,0.4,100,,,19.5,22.5,25,26,25.5
PJ,9/5/2019 23:00,1567724400,20,20.25185931,21.50723412,18.44380644,,0.2,100,,,19,22.5,25,26,25.5
PJ,9/6/2019 0:00,1567728000,20.3,20.27592965,21.39748557,18.44675717,,0.2,100,,,19.5,22.5,25,26,25.5
PJ,9/6/2019 1:00,1567731600,20.2,20.23796483,21.28862324,18.44959619,,0,100,,,19.5,22,25,26,25.5
PJ,9/6/2019 2:00,1567735200,20.3,20.26898241,21.1987484,18.4523426,,0.2,100,,,19.5,22,25,26,25.5
PJ,9/6/2019 3:00,1567738800,20.5,20.38449121,21.13522582,18.4550228,0,0.1,100,,,20,22,25,26,25.5
PJ,9/6/2019 4:00,1567742400,20.3,20.3422456,21.0592962,18.45762448,,1.9,100,,,20,22,25,26,25.5
PJ,9/6/2019 5:00,1567746000,20.2,20.2711228,20.98117836,18.46014551,,0.9,100,,,19.5,22,25,26,25.5
PJ,9/6/2019 6:00,1567749600,20.3,20.2855614,20.91925306,18.46260216,,0.4,100,,,20,22,25,26,25.5
PJ,9/6/2019 7:00,1567753200,20.6,20.4427807,20.89023005,18.46502736,,1.6,100,,,20.5,22,25,26,25.5
PJ,9/6/2019 8:00,1567756800,21,20.72139035,20.90020914,18.46746011,,0.9,100,,,21.5,22,25,26,25.5
PJ,9/6/2019 9:00,1567760400,21.6,21.16069518,20.96382649,18.46995398,,2.5,99,,,22.5,22.5,25,26,25.5
PJ,9/6/2019 10:00,1567764000,22.6,21.88034759,21.11256954,18.47259396,0,2.3,95,,,25.5,23,25,26,25.5
PJ,9/6/2019 11:00,1567767600,23.3,22.59017379,21.31142685,18.47542996,,2.4,94,,,27,23.5,25,26,25.5
PJ,9/6/2019 12:00,1567771200,24.1,23.3450869,21.5649335,18.47851637,,1.6,92,,,29.5,24.5,25,26,25.5
PJ,9/6/2019 13:00,1567774800,25.7,24.52254345,21.94084864,18.48197525,,3.4,86,,,34,26,25,26,25.5
PJ,9/6/2019 14:00,1567778400,25.8,25.16127172,22.29168058,18.48578115,0.6,1.8,91,,,33.5,26.5,25,26,25.5
PJ,9/6/2019 15:00,1567782000,25.7,25.43063586,22.6015278,18.48989278,,1.4,92,,,33,26.5,25.5,26,25.5
PJ,9/6/2019 16:00,1567785600,26.2,25.81531793,22.92866164,18.49432712,,1.7,89,,,34.5,27,25.5,26,25.5
PJ,9/6/2019 17:00,1567789200,25.6,25.70765897,23.17151058,18.49899963,0,1.7,92,,,32,27,25.5,26,25.5
PJ,9/6/2019 18:00,1567792800,25.6,25.65382948,23.39228234,18.50388802,,1.4,91,,,31.5,27,25.5,26,25.5
PJ,9/6/2019 19:00,1567796400,24.5,25.07691474,23.49298395,18.50887213,,1.6,97,,,28,26.5,25.5,26,25.5
PJ,9/6/2019 20:00,1567800000,24.1,24.58845737,23.54816723,18.51390639,0,2,97,,,26.5,26,25.5,26,25.5
PJ,9/6/2019 21:00,1567803600,24,24.29422869,23.58924293,18.51897666,0.1,1.8,98,,,26.5,26,25.5,26,25.5
PJ,9/6/2019 22:00,1567807200,23.7,23.99711434,23.59931176,18.52405192,1.5,2.6,99,,,25.5,26,25.5,26,25.5
PJ,9/6/2019 23:00,1567810800,23.5,23.74855717,23.59028342,18.52911309,2.5,2.7,100,,,25,26,25.5,26,25.5
PJ,9/7/2019 0:00,1567814400,23.2,23.47427859,23.55480311,18.53413376,0,2.5,100,,,24.5,25.5,25.5,26,25.5
PJ,9/7/2019 1:00,1567818000,22.8,23.13713929,23.48618464,18.53908086,0.3,3,100,,,23.5,25.5,25.5,26,25.5
PJ,9/7/2019 2:00,1567821600,22.7,22.91856965,23.41471331,18.54395162,0,2.8,99,,,23.5,25.5,25.5,26,25.5
PJ,9/7/2019 3:00,1567825200,22.5,22.70928482,23.33155755,18.54873445,0,3,99,,,23,25,25.5,26,25.5
PJ,9/7/2019 4:00,1567828800,22.5,22.60464241,23.25596141,18.55343697,0.2,2.8,98,,,23,25,25.5,26,25.5
PJ,9/7/2019 5:00,1567832400,22.4,22.50232121,23.17814674,18.55805706,0.3,4.2,98,,,23,25,25.5,26,25.5
PJ,9/7/2019 6:00,1567836000,22.7,22.6011606,23.13467885,18.56262911,,3.9,95,,,23.5,25,25.5,26,25.5
PJ,9/7/2019 7:00,1567839600,23,22.8005803,23.12243532,18.56718436,0,3.4,92,,,24,25,25.5,26,25.5
PJ,9/7/2019 8:00,1567843200,24.5,23.65029015,23.24766847,18.57186017,,3.6,87,,,28,26,25.5,26,25.5
PJ,9/7/2019 9:00,1567846800,25.7,24.67514508,23.4706077,18.57675402,,2.9,83,,,32,27,26,26,25.5
PJ,9/7/2019 10:00,1567850400,28.4,26.53757254,23.91873428,18.58209067,,6.2,68,,,40,30,25.5,26,25.5
PJ,9/7/2019 11:00,1567854000,28.6,27.56878627,24.34430389,18.58784712,0,6.3,69,,,40,30.5,25.5,26,25.5
PJ,9/7/2019 12:00,1567857600,28.2,27.88439313,24.69482172,18.593948,0.3,5.4,73,,,38.5,30.5,26,26,25.5
PJ,9/7/2019 13:00,1567861200,27.8,27.84219657,24.97711065,18.60032478,0.1,5.7,77,,,37,30.5,26,26,25.5
PJ,9/7/2019 14:00,1567864800,27.7,27.77109828,25.22464605,18.60694249,0.1,8.9,76,,,36,30.5,26,26,25.5
PJ,9/7/2019 15:00,1567868400,27.6,27.68554914,25.44058731,18.61376931,0,10.5,75,,,35,30.5,26,26,25.5
PJ,9/7/2019 16:00,1567872000,26.1,26.89277457,25.50053392,18.62064919,0,12,82,,,30.5,29.5,26,26,25.5
PJ,9/7/2019 17:00,1567875600,24.5,25.69638729,25.40957629,18.62743134,0.1,9,89,,,26.5,28.5,26.5,26,25.5
PJ,9/7/2019 18:00,1567879200,23,24.34819364,25.1905239,18.63398787,0.6,7.7,97,,,24,27.5,26.5,26,25.5
PJ,9/7/2019 19:00,1567882800,22.5,23.42409682,24.94593082,18.64029351,1.2,7.2,98,,,23,27,26,26,25.5
PJ,9/7/2019 20:00,1567886400,22.1,22.76204841,24.68720984,18.64633438,0.4,6.5,99,,,22.5,26.5,26,26.5,25.5
PJ,9/7/2019 21:00,1567890000,22.1,22.43102421,24.45200894,18.65213426,0.2,3.8,98,,,22.5,26,26,26.5,25.5
PJ,9/7/2019 22:00,1567893600,22.7,22.5655121,24.2927354,18.65776923,0,4,92,,,23,26,26,26.5,26
PJ,9/7/2019 23:00,1567897200,22,22.28275605,24.08430491,18.66319034,0.4,3,98,,,22,25.5,26,26.5,26
PJ,9/8/2019 0:00,1567900800,22.6,22.44137803,23.9493681,18.66847124,0,3.1,95,,,23,25.5,26,26.5,26
PJ,9/8/2019 1:00,1567904400,22.7,22.57068901,23.83578918,18.67363339,0,3.3,95,,,23,25.5,26,26.5,26
PJ,9/8/2019 2:00,1567908000,22.7,22.63534451,23.73253562,18.67868724,,2.8,96,,,23,25.5,26,26.5,26
PJ,9/8/2019 3:00,1567911600,22.3,22.46767225,23.60230511,18.68360594,,2.3,97,,,22.5,25,26,26.5,26
PJ,9/8/2019 4:00,1567915200,22.2,22.33383613,23.47482283,18.68839237,,2,97,,,22.5,25,26,26.5,26
PJ,9/8/2019 5:00,1567918800,21.7,22.01691806,23.3134753,18.69301283,,0.2,97,,,21.5,24.5,26,26.5,26
PJ,9/8/2019 6:00,1567922400,21.5,21.75845903,23.14861391,18.69746398,,0.9,100,,,21.5,24.5,26,26.5,26
PJ,9/8/2019 7:00,1567926000,21.9,21.82922952,23.03510355,18.70179729,,1.4,99,,,22,24.5,26,26.5,26
PJ,9/8/2019 8:00,1567929600,22.7,22.26461476,23.00463959,18.70609583,,0.8,98,,,23.5,24.5,26,26.5,26
PJ,9/8/2019 9:00,1567933200,24.2,23.23230738,23.11330872,18.71049864,,1.3,91,,,27.5,25.5,26,26.5,26
PJ,9/8/2019 10:00,1567936800,25.2,24.21615369,23.30300793,18.71508656,,1.7,83,,,30.5,26.5,26,26.5,26
PJ,9/8/2019 11:00,1567940400,26.7,25.45807684,23.61182539,18.71997841,,2.3,79,,,35,28,26,26.5,26
PJ,9/8/2019 12:00,1567944000,26.8,26.12903842,23.90165944,18.72515492,,2,75,,,35,28,26,26.5,26
PJ,9/8/2019 13:00,1567947600,26.5,26.31451921,24.13787222,18.73056223,,1.5,75,,,33.5,28,26.5,26.5,26
PJ,9/8/2019 14:00,1567951200,26.1,26.20725961,24.31624747,18.73614233,,1.6,79,,,32,28,26.5,26.5,26
PJ,9/8/2019 15:00,1567954800,26,26.1036298,24.46931589,18.74186978,,1.7,79,,,31,28,26.5,26.5,26
PJ,9/8/2019 16:00,1567958400,25.4,25.7518149,24.55392353,18.74767602,,1.7,83,,,29,27.5,26.5,26.5,26
PJ,9/8/2019 17:00,1567962000,25.1,25.42590745,24.60356685,18.75352607,,1.1,84,,,28,27.5,26.5,26.5,26
PJ,9/8/2019 18:00,1567965600,24.7,25.06295373,24.6123335,18.75937902,,0.3,86,,,27,27.5,26.5,26.5,26
PJ,9/8/2019 19:00,1567969200,23.1,24.08147686,24.47484863,18.76508878,,0,95,,,24,26.5,26.5,26.5,26
PJ,9/8/2019 20:00,1567972800,22.3,23.19073843,24.27713512,18.77059532,,0,98,,,22.5,26,26.5,26.5,26
PJ,9/8/2019 21:00,1567976400,22.2,22.69536922,24.08830466,18.77590772,,0,99,,,22.5,25.5,26.5,26.5,26
PJ,9/8/2019 22:00,1567980000,21.9,22.29768461,23.88936787,18.78101607,,0,100,,,22,25.5,26.5,26.5,26
PJ,9/8/2019 23:00,1567983600,21.7,21.9988423,23.69033443,18.78592048,,0.3,100,,,21.5,25,26.5,26.5,26
PJ,9/9/2019 0:00,1567987200,21.6,21.79942115,23.50030402,18.79063016,,0,100,,,21.5,25,26.5,26.5,26
PJ,9/9/2019 1:00,1567990800,21.3,21.54971058,23.30027639,18.7951353,,0.7,100,,,21,24.5,26.5,26.5,26
PJ,9/9/2019 2:00,1567994400,21.2,21.37485529,23.10934217,18.79944519,,0.6,100,,,21,24,26.5,26.5,26
PJ,9/9/2019 3:00,1567998000,21.1,21.23742764,22.9266747,18.8035683,,1.2,100,,,20.5,24,26.5,26.5,26
PJ,9/9/2019 4:00,1568001600,21.2,21.21871382,22.76970427,18.80753047,,0.1,100,,,21,24,26.5,26.5,26
PJ,9/9/2019 5:00,1568005200,21.1,21.15935691,22.61791297,18.81133705,,0.1,100,,,20.5,23.5,26.5,26.5,26
PJ,9/9/2019 6:00,1568008800,21,21.07967846,22.47082998,18.81499289,,0.1,100,,,20.5,23.5,26.5,26.5,26.5
PJ,9/9/2019 7:00,1568012400,21.1,21.08983923,22.34620907,18.81852058,,0.8,100,,,21,23.5,26.5,26.5,26.5
PJ,9/9/2019 8:00,1568016000,21.2,21.14491961,22.24200825,18.82194064,,0.5,100,,,21,23.5,26.5,27,26.5
PJ,9/9/2019 9:00,1568019600,21.7,21.42245981,22.19273477,18.82530807,,0.6,100,,,22,23.5,26.5,27,26.5
PJ,9/9/2019 10:00,1568023200,23.7,22.5612299,22.32975888,18.82880902,,0.3,100,,,27,24.5,26.5,27,26.5
PJ,9/9/2019 11:00,1568026800,26.3,24.43061495,22.69068989,18.83266704,,0.9,82,,,35,26.5,26.5,26.5,26
PJ,9/9/2019 12:00,1568030400,26.8,25.61530748,23.06426354,18.83689441,,0.6,79,,,36,27.5,26.5,26.5,26
PJ,9/9/2019 13:00,1568034000,28.7,27.15765374,23.57660322,18.84162939,,0.7,66,,,40.5,29.5,26.5,26.5,26
PJ,9/9/2019 14:00,1568037600,29.5,28.32882687,24.11509383,18.84689758,,1.2,66,,,42.5,30.5,26.5,26.5,26
PJ,9/9/2019 15:00,1568041200,29,28.66441343,24.55917621,18.85260415,,1.2,65,,,41,30.5,26.5,26.5,26
PJ,9/9/2019 16:00,1568044800,27.8,28.23220672,24.85379656,18.85859935,,1.4,71,,,37,29.5,26.5,26.5,26
PJ,9/9/2019 17:00,1568048400,27.2,27.71610336,25.06708778,18.86480164,,1.8,73,,,34.5,29.5,26.5,26.5,26
