Location,excel_date,Date,Air_Temperature,LPF_1,LPF_2,LPF_3,0mm,100mm,500mm,800mm,1100mm,RF,Wind_Speed,Humidity,Solar_Radiation,Snow
WJ,9/1/2019 0:00,1567296000,20.8,20.8,20.8,20.8,19.5,20,20.5,21.5,21.5,,0.8,70,,
WJ,9/1/2019 1:00,1567299600,20.1,20.45,20.73636364,20.79993643,18.5,20,20.5,21.5,21.5,,0,74,,
WJ,9/1/2019 2:00,1567303200,20,20.225,20.66942149,20.79980604,18.5,20,20.5,21.5,21.5,,0,73,,
WJ,9/1/2019 3:00,1567306800,18.9,19.5625,20.50856499,20.79951509,17.5,19.5,20.5,21.5,21.5,,0.6,86,,
WJ,9/1/2019 4:00,1567310400,18.4,18.98125,20.31687726,20.79903294,17.5,19.5,20.5,21.5,21.5,,1,88,,
WJ,9/1/2019 5:00,1567314000,18,18.490625,20.10625206,20.79834085,17,19,20.5,21.5,21.5,,0.5,89,,
WJ,9/1/2019 6:00,1567317600,17.6,18.0453125,19.87841096,20.79742184,17,19,20.5,21.5,21.5,,0.4,92,0,
WJ,9/1/2019 7:00,1567321200,18,18.02265625,19.70764633,20.79633315,17.5,19,20.5,21.5,21.5,,0.1,89,0.06,
WJ,9/1/2019 8:00,1567324800,18.2,18.11132813,19.57058757,20.79510863,17.5,19.5,20.5,21.5,21.5,,0.9,87,0.32,
WJ,9/1/2019 9:00,1567328400,19.6,18.85566406,19.57326143,20.793888,19,20,20.5,21.5,21.5,,0.1,78,1.04,
WJ,9/1/2019 10:00,1567332000,22.5,20.67783203,19.83932857,20.7929344,23,21,20.5,21.5,21.5,,1,67,1.92,
WJ,9/1/2019 11:00,1567335600,24.4,22.53891602,20.25393506,20.79239594,25.5,21.5,20.5,21,21.5,,0.7,59,2.4,
WJ,9/1/2019 12:00,1567339200,25.7,24.11945801,20.74903188,20.79235262,26.5,22,20.5,21,21.5,,1.3,54,2.76,
WJ,9/1/2019 13:00,1567342800,25.9,25.009729,21.21730171,20.79277714,26,22,20.5,21,21,,1.5,55,2.1,
WJ,9/1/2019 14:00,1567346400,26.4,25.7048645,21.6884561,20.79367192,26,22,20.5,21,21,,1.5,47,1.78,
WJ,9/1/2019 15:00,1567350000,26.2,25.95243225,22.09859645,20.79497554,25,22,20.5,21,21,,1.2,49,1.21,
WJ,9/1/2019 16:00,1567353600,25.8,25.87621613,22.43508768,20.79661402,23.5,22,20.5,21,21,,1.4,53,0.8,
WJ,9/1/2019 17:00,1567357200,25.6,25.73810806,22.72280698,20.79853829,23,21.5,20.5,21,21,,0.6,53,0.6,
WJ,9/1/2019 18:00,1567360800,25.3,25.51905403,22.95709726,20.80069469,22,21.5,20.5,21,21,,0.4,56,0.59,
WJ,9/1/2019 19:00,1567364400,24.7,25.10952702,23.11554296,20.80300723,21,21,20.5,21,21,,0.2,56,0.06,
WJ,9/1/2019 20:00,1567368000,23.4,24.25476351,23.14140269,20.80534329,19.5,20.5,20.5,21,21,,0.8,69,,
WJ,9/1/2019 21:00,1567371600,22.8,23.52738175,23.11036608,20.80764601,19,20.5,20.5,21,21,,0,70,,
WJ,9/1/2019 22:00,1567375200,22.2,22.86369088,23.02760553,20.80986375,19,20.5,20.5,21,21,,0.8,73,,
WJ,9/1/2019 23:00,1567378800,21.7,22.28184544,22.90691412,20.8119587,18.5,20,20.5,21,21,,0,76,,
WJ,9/2/2019 0:00,1567382400,21.1,21.69092272,22.7426492,20.81388746,18.5,20,20.5,21,21,,0.4,81,,
WJ,9/2/2019 1:00,1567386000,20.8,21.24546136,22.56604473,20.81563787,18,20,20.5,21,21,,0.1,77,,
WJ,9/2/2019 2:00,1567389600,20.5,20.87273068,22.37822248,20.81719889,18,20,20.5,21.5,21,,0,83,,
WJ,9/2/2019 3:00,1567393200,20.2,20.53636534,22.18020225,20.81856054,18,19.5,20.5,21.5,21,,0,85,,
WJ,9/2/2019 4:00,1567396800,19.6,20.06818267,21.94563841,20.81968649,17.5,19.5,20.5,21.5,21,,0.7,88,,
WJ,9/2/2019 5:00,1567400400,19.4,19.73409133,21.71421674,20.82058012,17.5,19.5,20.5,21.5,21,,0.4,88,,
WJ,9/2/2019 6:00,1567404000,18.8,19.26704567,21.44928794,20.8212082,17.5,19.5,20.5,21.5,21,,0.7,89,0,
WJ,9/2/2019 7:00,1567407600,19.2,19.23352283,21.24480722,20.82163138,17.5,19.5,20.5,21.5,21,,0,87,0.1,
WJ,9/2/2019 8:00,1567411200,19.9,19.56676142,21.12255202,20.821932,18,19.5,20.5,21.5,21.5,,0.2,81,0.51,
WJ,9/2/2019 9:00,1567414800,22.3,20.93338071,21.22959275,20.82233925,20.5,20.5,20.5,21.5,21.5,,1.1,70,1.36,
WJ,9/2/2019 10:00,1567418400,23.1,22.01669035,21.39962977,20.82291597,21.5,21,20.5,21.5,21.5,,0.7,65,1.74,
WJ,9/2/2019 11:00,1567422000,25.3,23.65834518,21.75420888,20.82384633,24,21.5,20.5,21,21,,0.3,53,2.12,
WJ,9/2/2019 12:00,1567425600,26.2,24.92917259,22.15837171,20.82517952,25,22,20.5,21,21,,1.1,48,2.53,
WJ,9/2/2019 13:00,1567429200,26.7,25.81458629,22.57124701,20.82692385,25,22,20.5,21,21,,1.3,45,2.88,
WJ,9/2/2019 14:00,1567432800,28.2,27.00729315,23.08295183,20.82917762,26.5,22.5,20.5,21,21,,0.8,45,2.44,
WJ,9/2/2019 15:00,1567436400,27.4,27.20364657,23.47541075,20.83182121,24.5,22.5,20.5,21,21,,1.1,47,1.67,
WJ,9/2/2019 16:00,1567440000,27,27.10182329,23.79582796,20.83478225,23.5,22,20.5,21,21,,1.8,47,0.77,
WJ,9/2/2019 17:00,1567443600,26.7,26.90091164,24.0598436,20.83800409,22.5,22,20.5,21,21,,0.9,42,0.21,
WJ,9/2/2019 18:00,1567447200,25.8,26.35045582,24.21803963,20.84138075,21,21.5,20.5,21,21,,1.2,53,0.24,
WJ,9/2/2019 19:00,1567450800,25,25.67522791,24.28912694,20.84482506,20,21,20.5,21,21,,0.6,60,0.07,
WJ,9/2/2019 20:00,1567454400,24.1,24.88761396,24.27193358,20.84824874,19.5,21,20.5,21,21,,0.1,61,,
WJ,9/2/2019 21:00,1567458000,23.2,24.04380698,24.17448507,20.85157165,19,20.5,20.5,21,21,,1.2,66,,
WJ,9/2/2019 22:00,1567461600,23.2,23.62190349,24.08589552,20.85480275,19,20.5,20.5,21,21,,0.7,66,,
WJ,9/2/2019 23:00,1567465200,22.6,23.11095174,23.95081411,20.85789566,19,20.5,20.5,21,21,,0,70,,
WJ,9/3/2019 0:00,1567468800,21.9,22.50547587,23.76437646,20.86079924,18.5,20,20.5,21,21,,0.2,75,,
WJ,9/3/2019 1:00,1567472400,21.7,22.10273794,23.57670588,20.86351244,18.5,20,20.5,21,21,0,0,75,,
WJ,9/3/2019 2:00,1567476000,20.9,21.50136897,23.33336898,20.86597982,18.5,20,21,21,21,0,1,82,,
WJ,9/3/2019 3:00,1567479600,20.8,21.15068448,23.10306271,20.86821467,18,20,21,21.5,21,0,0.1,80,,
WJ,9/3/2019 4:00,1567483200,20.9,21.02534224,22.90278428,20.87024721,18,20,21,21.5,21,0,0.3,82,,
WJ,9/3/2019 5:00,1567486800,20.2,20.61267112,22.65707662,20.87203225,18,19.5,21,21.5,21,0,2.2,84,,
WJ,9/3/2019 6:00,1567490400,20.3,20.45633556,22.44279693,20.87360145,18,19.5,21,21.5,21,0,0.9,83,,
WJ,9/3/2019 7:00,1567494000,20.6,20.52816778,22.27526993,20.87500172,18,20,20.5,21.5,21,0,0.4,81,0.04,
WJ,9/3/2019 8:00,1567497600,20.8,20.66408389,22.14115448,20.87626661,18,20,20.5,21.5,21,0,0.5,80,0.17,
WJ,9/3/2019 9:00,1567501200,21.3,20.98204195,22.06468589,20.87745384,18.5,20,20.5,21.5,21,0,0.9,78,0.28,
WJ,9/3/2019 10:00,1567504800,21.7,21.34102097,22.03153263,20.87860676,19,20,20.5,21.5,21.5,0,1.1,77,0.47,
WJ,9/3/2019 11:00,1567508400,22.8,22.07051049,22.1013933,20.87982833,20,20.5,20.5,21.5,21.5,0,1.7,70,0.92,
WJ,9/3/2019 12:00,1567512000,21.6,21.83525524,22.05581209,20.88100314,19,20,20.5,21.5,21,0.1,1.9,77,0.43,
WJ,9/3/2019 13:00,1567515600,21.8,21.81762762,22.03255645,20.88215354,19,20,20.5,21.5,21.5,0,1.5,79,0.71,
WJ,9/3/2019 14:00,1567519200,21.7,21.75881381,22.00232404,20.88327259,19,20,20.5,21.5,21.5,0,1.5,79,0.63,
WJ,9/3/2019 15:00,1567522800,21.8,21.77940691,21.98393095,20.88437215,19,20,20.5,21.5,21.5,0,1.4,79,0.49,
WJ,9/3/2019 16:00,1567526400,21.9,21.83970345,21.97630086,20.88546299,19,20.5,20.5,21.5,21.5,0,1.9,80,0.32,
WJ,9/3/2019 17:00,1567530000,22.1,21.96985173,21.98754624,20.88656397,19.5,20.5,20.5,21.5,21.5,,1.3,79,0.39,
WJ,9/3/2019 18:00,1567533600,22.2,22.08492586,22.00686022,20.88768315,19.5,20.5,20.5,21.5,21.5,,1.1,79,0.26,
WJ,9/3/2019 19:00,1567537200,22.5,22.29246293,22.05169111,20.88884599,20,20.5,20.5,21.5,21.5,,0.5,79,0.02,
WJ,9/3/2019 20:00,1567540800,22.3,22.29623147,22.07426464,20.89003023,19.5,20.5,20.5,21.5,21.5,,0.6,80,,
WJ,9/3/2019 21:00,1567544400,21.8,22.04811573,22.04933149,20.89118837,19,20,20.5,21.5,21.5,,1.3,83,,
WJ,9/3/2019 22:00,1567548000,21.5,21.77405787,21.99939227,20.89229547,19,20,20.5,21.5,21.5,,1.9,84,,
WJ,9/3/2019 23:00,1567551600,21.4,21.58702893,21.94490206,20.89334702,19,20,20.5,21.5,21.5,,1.4,83,,
WJ,9/4/2019 0:00,1567555200,21.2,21.39351447,21.87718369,20.89432988,18.5,20,20.5,21.5,21.5,,0.3,83,,
WJ,9/4/2019 1:00,1567558800,21.2,21.29675723,21.81562154,20.89525025,18.5,20,20.5,21.5,21.5,,0.4,82,,
WJ,9/4/2019 2:00,1567562400,21.1,21.19837862,21.75056503,20.89610471,18.5,20,20.5,21.5,21.5,,0.8,83,,
WJ,9/4/2019 3:00,1567566000,21,21.09918931,21.68233185,20.89689015,18.5,20,20.5,21.5,21.5,,0.5,83,,
WJ,9/4/2019 4:00,1567569600,21,21.04959465,21.62030168,20.89761284,18.5,20,20.5,21.5,21.5,0,0.5,83,,
WJ,9/4/2019 5:00,1567573200,20.9,20.97479733,21.55481971,20.89826939,18.5,20,20.5,21.5,21.5,0.1,0.4,85,,
WJ,9/4/2019 6:00,1567576800,20.4,20.68739866,21.4498361,20.8988204,18,20,20.5,21.5,21.5,2.2,0.5,90,,
WJ,9/4/2019 7:00,1567580400,20.5,20.59369933,21.36348736,20.89928461,18.5,20,20.5,21.5,21.5,0.1,1,90,0.03,
WJ,9/4/2019 8:00,1567584000,20.9,20.74684967,21.32135215,20.89970625,19,20,20.5,21.5,21.5,0,1.3,89,0.14,
WJ,9/4/2019 9:00,1567587600,21.3,21.02342483,21.31941104,20.90012554,19.5,20,20.5,21.5,21.5,0.1,1.9,87,0.4,
WJ,9/4/2019 10:00,1567591200,22,21.51171242,21.38128277,20.90060621,20,20.5,20.5,21.5,21.5,0,0.7,84,0.59,
WJ,9/4/2019 11:00,1567594800,23.7,22.60585621,21.59207524,20.90129699,22,21,20.5,21.5,21.5,0,1.7,77,0.97,
WJ,9/4/2019 12:00,1567598400,24.6,23.6029281,21.86552295,20.90226026,23,21.5,20.5,21.5,21.5,0,1.4,73,0.9,
WJ,9/4/2019 13:00,1567602000,26,24.80146405,22.2413845,20.90359804,24.5,22,20.5,21,21.5,,2.1,65,1.35,
WJ,9/4/2019 14:00,1567605600,26.2,25.50073203,22.60125863,20.90529401,24,22,20.5,21,21,0,2.5,65,0.76,
WJ,9/4/2019 15:00,1567609200,26.7,26.10036601,22.97387149,20.90736052,24.5,22,20.5,21,21,,2.3,63,1.43,
WJ,9/4/2019 16:00,1567612800,26.9,26.50018301,23.33079226,20.90978153,24,22,20.5,21,21,,2.1,64,0.92,
WJ,9/4/2019 17:00,1567616400,26.4,26.4500915,23.60981115,20.91247886,23,22,20.5,21,21,,0.7,67,0.41,
WJ,9/4/2019 18:00,1567620000,26,26.22504575,23.82710104,20.91539057,22,21.5,20.5,21,21,0,1.4,71,0.05,
WJ,9/4/2019 19:00,1567623600,23.8,25.01252288,23.82463731,20.91829691,19.5,20.5,20.5,21,21,6.4,1,89,0,
WJ,9/4/2019 20:00,1567627200,23.4,24.20626144,23.78603392,20.92116178,19,20.5,20.5,21,21,4,0.7,90,,
WJ,9/4/2019 21:00,1567630800,23.4,23.80313072,23.75093993,20.92398874,19,20.5,21,21,21,0,0.1,90,,
WJ,9/4/2019 22:00,1567634400,23.4,23.60156536,23.7190363,20.92678099,19,20.5,21,21,21,0.1,0.7,90,,
WJ,9/4/2019 23:00,1567638000,23.4,23.50078268,23.690033,20.92954148,19,20.5,21,21,21,0,0.1,91,,
WJ,9/5/2019 0:00,1567641600,23.1,23.30039134,23.63639363,20.93224563,19,20.5,21,21,21,0.4,0.9,91,,
WJ,9/5/2019 1:00,1567645200,22.6,22.95019567,23.54217603,20.93485295,18.5,20.5,21,21.5,21,0.1,0.2,90,,
WJ,9/5/2019 2:00,1567648800,22.6,22.77509783,23.45652366,20.9373721,19,20.5,21,21.5,21,,0.2,91,,
WJ,9/5/2019 3:00,1567652400,22.6,22.68754892,23.37865788,20.93981095,19,20.5,21,21.5,21,,0.3,91,,
WJ,9/5/2019 4:00,1567656000,22.4,22.54377446,23.28968898,20.94215848,18.5,20.5,21,21.5,21,,0.8,91,,
WJ,9/5/2019 5:00,1567659600,22,22.27188723,23.17244453,20.94438654,18.5,20,21,21.5,21,,0.8,92,,
WJ,9/5/2019 6:00,1567663200,22.1,22.18594361,23.07494957,20.94651497,18.5,20,21,21.5,21,0,0.8,92,,
WJ,9/5/2019 7:00,1567666800,22.2,22.19297181,22.9954087,20.94856182,18.5,20.5,21,21.5,21,,0.1,92,0.03,
WJ,9/5/2019 8:00,1567670400,22.7,22.4464859,22.96855336,20.9505798,19,20.5,21,21.5,21,,0.3,90,0.26,
WJ,9/5/2019 9:00,1567674000,24.3,23.37324295,23.08959397,20.95271667,21,21,20.5,21.5,21,,0.7,82,0.87,
WJ,9/5/2019 10:00,1567677600,26.4,24.88662148,23.39053997,20.95515206,23,22,20.5,21,21,,0.6,70,2.32,
WJ,9/5/2019 11:00,1567681200,27.8,26.34331074,23.79139997,20.95798547,24.5,22.5,20.5,21,21,,0.7,63,2.27,
WJ,9/5/2019 12:00,1567684800,28.7,27.52165537,24.23763634,20.96126185,25,22.5,20.5,21,21,,0.6,59,2.35,
WJ,9/5/2019 13:00,1567688400,29.1,28.31082768,24.6796694,20.96497654,25,23,20.5,21,21,0,2,57,1.4,
WJ,9/5/2019 14:00,1567692000,29,28.65541384,25.07242673,20.96907989,24.5,22.5,20.5,21,21,,1,58,1.45,
WJ,9/5/2019 15:00,1567695600,28.2,28.42770692,25.35675157,20.97346318,22.5,22,20.5,21,21,,1.6,66,1,
WJ,9/5/2019 16:00,1567699200,27.1,27.76385346,25.5152287,20.97800041,21,21.5,20.5,21,21,,1.4,68,0.36,
WJ,9/5/2019 17:00,1567702800,26.1,26.93192673,25.56838973,20.98258621,20,21.5,20.5,21,21,0,1.5,78,0.05,
WJ,9/5/2019 18:00,1567706400,22.3,24.61596337,25.27126339,20.9868706,19,20,21,21,21,11.4,2.3,88,0.01,
WJ,9/5/2019 19:00,1567710000,22.4,23.50798168,25.01023944,20.99088995,19,20,21,21,21,3.9,1.3,89,0,
WJ,9/5/2019 20:00,1567713600,22.2,22.85399084,24.75476313,20.99465006,19,20,21,21.5,21,4.1,1.1,90,,
WJ,9/5/2019 21:00,1567717200,22,22.42699542,24.50433012,20.99815624,18.5,20,21,21.5,21,0.3,1,90,,
WJ,9/5/2019 22:00,1567720800,21.9,22.16349771,24.26757283,21.00142239,18.5,20,21,21.5,21,0.1,0.8,90,,
WJ,9/5/2019 23:00,1567724400,21.8,21.98174886,24.04324803,21.00446118,18.5,20,21,21.5,21,0.1,0.3,90,,
WJ,9/6/2019 0:00,1567728000,21.8,21.89087443,23.83931639,21.0072932,18.5,20,21,21.5,21,0,0.1,91,,
WJ,9/6/2019 1:00,1567731600,21.7,21.79543721,23.64483308,21.0099281,18.5,20,21,21.5,21,0.1,0,91,,
WJ,9/6/2019 2:00,1567735200,21.5,21.64771861,23.44984826,21.01236559,18,20,21,21.5,21,0.1,0,91,,
WJ,9/6/2019 3:00,1567738800,21.4,21.5238593,23.26349842,21.01461447,18,20,21,21.5,21,0,0.4,91,,
WJ,9/6/2019 4:00,1567742400,21.5,21.51192965,23.10318038,21.01670095,18,20,21,21.5,21,0.1,0,91,,
WJ,9/6/2019 5:00,1567746000,21.4,21.45596483,22.9483458,21.01863067,18,20,21,21.5,21,0.1,0,91,,
WJ,9/6/2019 6:00,1567749600,21.6,21.52798241,22.82576891,21.020436,18.5,20,21,21.5,21.5,0,0.3,91,,
WJ,9/6/2019 7:00,1567753200,21.4,21.46399121,22.69615355,21.02211004,18.5,20,21,21.5,21.5,0,0.5,91,0.03,
WJ,9/6/2019 8:00,1567756800,22,21.7319956,22.63286687,21.02371919,19,20,21,21.5,21.5,,0.2,89,0.32,
WJ,9/6/2019 9:00,1567760400,23.2,22.4659978,22.68442442,21.02537824,20,20.5,21,21.5,21.5,,0.9,84,0.71,
WJ,9/6/2019 10:00,1567764000,25.4,23.9329989,22.93129493,21.02728225,22.5,21.5,20.5,21.5,21.5,,1.3,76,1.42,
WJ,9/6/2019 11:00,1567767600,26.4,25.16649945,23.24663176,21.02949938,23.5,22,20.5,21,21.5,,1.4,71,1.64,
WJ,9/6/2019 12:00,1567771200,28.2,26.68324973,23.69693796,21.03216415,25.5,22.5,20.5,21,21,,1.2,64,2.39,
WJ,9/6/2019 13:00,1567774800,29.5,28.09162486,24.22448905,21.03535329,26.5,23,20.5,21,21,,0.9,60,1.9,
WJ,9/6/2019 14:00,1567778400,29.3,28.69581243,24.68589914,21.03900019,25.5,23,20.5,21,21,,1.7,59,1.26,
WJ,9/6/2019 15:00,1567782000,29.1,28.89790622,25.08718104,21.04304433,24.5,22.5,20.5,21,21,,0.7,59,0.66,
WJ,9/6/2019 16:00,1567785600,29,28.94895311,25.44289185,21.04743978,23.5,22.5,20.5,21,21,,0.1,63,0.57,
WJ,9/6/2019 17:00,1567789200,28.8,28.87447655,25.7480835,21.05213573,23,22.5,20.5,21,21,,1,65,0.33,
WJ,9/6/2019 18:00,1567792800,28,28.43723828,25.95280318,21.0570315,21.5,22,20.5,21,21,,0.3,71,0.09,
WJ,9/6/2019 19:00,1567796400,27.7,28.06861914,26.11163926,21.06208106,21,22,21,21,21,,1.1,68,0.01,
WJ,9/6/2019 20:00,1567800000,27.7,27.88430957,26.25603569,21.06726982,21,22,21,21,21,,0.2,66,,
WJ,9/6/2019 21:00,1567803600,28.2,28.04215478,26.43275972,21.07262995,21.5,22,20.5,21,21,0,1.7,57,,
WJ,9/6/2019 22:00,1567807200,27.8,27.92107739,26.55705429,21.0781089,21,22,21,21,21,,1.1,59,,
WJ,9/6/2019 23:00,1567810800,27.4,27.6605387,26.63368572,21.08365892,20.5,21.5,21,21,21,0,1.1,60,,
WJ,9/7/2019 0:00,1567814400,26,26.83026935,26.57607792,21.08914586,19.5,21,21,21,21,0,0.5,69,,
WJ,9/7/2019 1:00,1567818000,25.6,26.21513467,26.48734357,21.09453866,19.5,21,21,21,21,0,0.7,72,,
WJ,9/7/2019 2:00,1567821600,25.8,26.00756734,26.42485779,21.09986365,19.5,21,21,21,21,0,1.1,68,,
WJ,9/7/2019 3:00,1567825200,26.6,26.30378367,26.44077981,21.10519923,20,21.5,21,21,21,0,0.5,62,,
WJ,9/7/2019 4:00,1567828800,28.1,27.20189183,26.59161801,21.11068017,21,22,21,21,21,0,1.8,56,,
WJ,9/7/2019 5:00,1567832400,28.4,27.80094592,26.75601637,21.11631987,21,22,21,21,21,,2.6,55,,
WJ,9/7/2019 6:00,1567836000,28.4,28.10047296,26.90546943,21.12210324,21,22,21,21,21,,2.8,56,,
WJ,9/7/2019 7:00,1567839600,29,28.55023648,27.0958813,21.12807105,21.5,22,21,21,21,,4.5,54,0.03,
WJ,9/7/2019 8:00,1567843200,29.3,28.92511824,27.29625572,21.13423307,21.5,22.5,21,21,21,0,4.8,54,0.33,
WJ,9/7/2019 9:00,1567846800,29.1,29.01255912,27.46023248,21.14055275,21,22,21,21,21,0,4.6,56,0.86,
WJ,9/7/2019 10:00,1567850400,29.8,29.40627956,27.67293862,21.14707861,21.5,22.5,20.5,21,21,0,4.8,54,0.95,
WJ,9/7/2019 11:00,1567854000,29.6,29.50313978,27.84812601,21.15377296,21.5,22.5,21,21,21,0,5.2,56,1.64,
WJ,9/7/2019 12:00,1567857600,29.2,29.35156989,27.97102365,21.1605834,21,22,21,21,21,0,4.5,59,1.6,
WJ,9/7/2019 13:00,1567861200,29.1,29.22578494,28.07365786,21.16748957,20.5,22,21,21,21,0,5.3,60,1.24,
WJ,9/7/2019 14:00,1567864800,30.5,29.86289247,28.29423442,21.17460919,21.5,22.5,20.5,21,21,0,5.1,53,2.44,
WJ,9/7/2019 15:00,1567868400,30.8,30.33144624,28.52203129,21.18194928,22,22.5,20.5,21,21,,4,49,2,
WJ,9/7/2019 16:00,1567872000,29.8,30.06572312,28.63821027,21.18939809,21,22,21,21,21,0,5.4,52,0.5,
WJ,9/7/2019 17:00,1567875600,29.1,29.58286156,28.68019115,21.1968814,20.5,22,21,21,21,0,3.7,54,0.17,
WJ,9/7/2019 18:00,1567879200,27.3,28.44143078,28.55471923,21.20423189,20.5,21,21,21,21,0,7.3,62,0.11,
WJ,9/7/2019 19:00,1567882800,25.7,27.07071539,28.2951993,21.21131577,20,20.5,21,21,21,0,4,68,0.02,
WJ,9/7/2019 20:00,1567886400,24.9,25.98535769,27.98654482,21.21808423,20,20.5,21,21,21,0,4.1,68,,
WJ,9/7/2019 21:00,1567890000,23.3,24.64267885,27.56049529,21.22442031,19.5,20,21,21,21,0,2.7,80,,
WJ,9/7/2019 22:00,1567893600,22.7,23.67133942,27.11863208,21.23030863,19,20,21,21.5,21,0.7,2.1,85,,
WJ,9/7/2019 23:00,1567897200,23.1,23.38566971,26.75330189,21.2358261,19.5,20,21,21.5,21,0,1.5,79,,
WJ,9/8/2019 0:00,1567900800,23.3,23.34283486,26.43936535,21.24102445,19,20,21,21.5,21,0,1.7,76,,
WJ,9/8/2019 1:00,1567904400,23.4,23.37141743,26.16305941,21.24594156,19,20,21,21.5,21,0,1.3,75,,
WJ,9/8/2019 2:00,1567908000,22.8,23.08570871,25.85732674,21.25054834,19,20,21,21.5,21,0.1,1.5,81,,
WJ,9/8/2019 3:00,1567911600,23.2,23.14285436,25.61575158,21.25490918,19,20,21,21.5,21,0.1,2.1,78,,
WJ,9/8/2019 4:00,1567915200,23.2,23.17142718,25.3961378,21.25904628,18.5,20,21,21.5,21,,1.1,78,,
WJ,9/8/2019 5:00,1567918800,23.2,23.18571359,25.19648891,21.26297978,18.5,20,21,21.5,21,0,1,77,,
WJ,9/8/2019 6:00,1567922400,23.4,23.29285679,25.03317174,21.26674621,18.5,20.5,21,21.5,21,0,1,76,,
WJ,9/8/2019 7:00,1567926000,23.5,23.3964284,24.89379249,21.27036963,18.5,20.5,21,21.5,21,,0.8,76,0.05,
WJ,9/8/2019 8:00,1567929600,23.8,23.5982142,24.79435681,21.2738901,18.5,20.5,21,21.5,21.5,,0.6,74,0.13,
WJ,9/8/2019 9:00,1567933200,24.8,24.1991071,24.79486982,21.27740756,19.5,21,21,21.5,21.5,,1.4,71,0.75,
WJ,9/8/2019 10:00,1567936800,25,24.59955355,24.81351802,21.28094014,19.5,21,21,21.5,21.5,,1.6,70,1.05,
WJ,9/8/2019 11:00,1567940400,26,25.29977677,24.92138002,21.28457694,20.5,21.5,21,21.5,21.5,,1.3,66,1.28,
WJ,9/8/2019 12:00,1567944000,26,25.64988839,25.01943638,21.28830807,20.5,21.5,21,21.5,21.5,,2,63,1.59,
WJ,9/8/2019 13:00,1567947600,27.1,26.37494419,25.20857853,21.29222443,21.5,22,21,21.5,21.5,,1.2,58,1.78,
WJ,9/8/2019 14:00,1567951200,27,26.6874721,25.37143503,21.29629956,21.5,21.5,21,21.5,21.5,,1.2,62,1.01,
WJ,9/8/2019 15:00,1567954800,27.2,26.94373605,25.53766821,21.30053669,21.5,22,21,21.5,21.5,,1.4,61,1.18,
WJ,9/8/2019 16:00,1567958400,26.8,26.87186802,25.65242564,21.30488423,20.5,21.5,21,21.5,21,,1,63,0.86,
WJ,9/8/2019 17:00,1567962000,26.5,26.68593401,25.72947786,21.30930441,20.5,21.5,21,21.5,21,,0.9,66,0.47,
WJ,9/8/2019 18:00,1567965600,26.5,26.59296701,25.79952532,21.31379014,20,21.5,21,21.5,21,,0.9,66,0.15,
WJ,9/8/2019 19:00,1567969200,26,26.2964835,25.81775029,21.3182896,20,21,21,21.5,21,,0.3,69,0,
WJ,9/8/2019 20:00,1567972800,25.1,25.69824175,25.75250027,21.32271938,19,21,21,21.5,21,0,0.5,78,,
WJ,9/8/2019 21:00,1567976400,24,24.84912088,25.59318206,21.32698558,19,20.5,21,21.5,21,0,0.9,84,,
WJ,9/8/2019 22:00,1567980000,24.1,24.47456044,25.45743824,21.33111191,19,20.5,21,21.5,21,0,0.6,84,,
WJ,9/8/2019 23:00,1567983600,23.5,23.98728022,25.27948931,21.33505634,18.5,20.5,21,21.5,21.5,0,1,86,,
WJ,9/9/2019 0:00,1567987200,23.4,23.69364011,25.10862664,21.33882614,18.5,20.5,21,21.5,21.5,0,0.3,86,,
WJ,9/9/2019 1:00,1567990800,23.1,23.39682005,24.92602422,21.34240975,18.5,20.5,21,21.5,21.5,0,0.3,89,,
WJ,9/9/2019 2:00,1567994400,23.1,23.24841003,24.76002202,21.34582395,18.5,20.5,21,21.5,21.5,0,0.5,88,,
WJ,9/9/2019 3:00,1567998000,22.8,23.02420501,24.5818382,21.34905673,18.5,20,21,21.5,21.5,0,0.5,89,,
WJ,9/9/2019 4:00,1568001600,22.7,22.86210251,24.410762,21.35211538,18.5,20,21,21.5,21.5,0,0.2,87,,
WJ,9/9/2019 5:00,1568005200,22.5,22.68105125,24.23705636,21.35499744,18,20,21,21.5,21.5,0,0,86,,
WJ,9/9/2019 6:00,1568008800,22.1,22.39052563,24.04277851,21.35768254,18,20,21,21.5,21.5,0,1,85,,
WJ,9/9/2019 7:00,1568012400,22.3,22.34526281,23.8843441,21.36020667,18,20,21,21.5,21.5,0,0.3,86,0.05,
WJ,9/9/2019 8:00,1568016000,23,22.67263141,23.80394918,21.36264797,18.5,20.5,21,21.5,21.5,0,0.4,82,0.4,
WJ,9/9/2019 9:00,1568019600,23.3,22.9863157,23.75813562,21.36504107,19,20.5,21,21.5,21.5,0,0,81,0.45,
WJ,9/9/2019 10:00,1568023200,23.8,23.39315785,23.76194147,21.36743557,19.5,20.5,21,21.5,21.5,0.1,0.6,82,0.48,
WJ,9/9/2019 11:00,1568026800,24.1,23.74657893,23.79267407,21.36985839,20,21,21,21.5,21.5,0,1.7,80,1.11,
WJ,9/9/2019 12:00,1568030400,24.2,23.97328946,23.8297037,21.37231578,20,21,21,21.5,21.5,0,1,81,0.8,
WJ,9/9/2019 13:00,1568034000,25.1,24.53664473,23.94518518,21.37488608,21,21,21,21.5,21.5,0.3,0.4,76,1.3,
