Location,Cluster,date,Date,Air_Temperature,LPF_1,LPF_2,LPF_3,0mm,100mm,500mm,800mm,1100mm,Rainfall,Wind_Speed,Wind_Direction,Humidity,Solar_Radiation,Snow
Busan,Hot,9/1/2019 0:00,1567296000,23.7,23.7,23.7,23.7,25,30,29,30,32,0,2.8,270,79,0,0
Busan,Hot,9/1/2019 1:00,1567299600,23.4,23.67272727,23.69851485,23.69997275,24.5,30,29,30,32,0,2,290,79,0,0
Busan,Hot,9/1/2019 2:00,1567303200,23.1,23.62066116,23.69481668,23.69989352,24,30,29,30,31.5,0,0.4,0,77,0,0
Busan,Hot,9/1/2019 3:00,1567306800,23.3,23.59151014,23.69103137,23.69978525,24.5,30,29,30,32,0,0.8,90,77,0,0
Busan,Hot,9/1/2019 4:00,1567310400,22.9,23.52864558,23.68524146,23.69961428,24,29.5,29,30,31.5,0,1.5,70,81,0,0
Busan,Hot,9/1/2019 5:00,1567314000,22.7,23.45331417,23.67749773,23.69936822,24,29.5,29,30,31.5,0,1.4,70,82,0,0
Busan,Hot,9/1/2019 6:00,1567317600,22.4,23.35755833,23.66733995,23.69902676,23.5,29.5,29,30,31.5,0,0.2,0,82,0,0
Busan,Hot,9/1/2019 7:00,1567321200,22.7,23.2977803,23.65752254,23.69862591,24,29.5,29,30,31.5,0,1.1,70,81,0.08,0
Busan,Hot,9/1/2019 8:00,1567324800,23.3,23.29798209,23.65089252,23.69822567,24.5,29.5,29,30,32,0,1.4,90,76,0.35,0
Busan,Hot,9/1/2019 9:00,1567328400,24.3,23.38907463,23.65082374,23.69791682,27,30,28.5,30,32,0,1.4,90,72,0.61,0
Busan,Hot,9/1/2019 10:00,1567332000,25.5,23.58097694,23.65994402,23.6978,31,30.5,28.5,30,32,0,1.2,90,65,0.83,0
Busan,Hot,9/1/2019 11:00,1567335600,26.2,23.81906994,23.67703355,23.69792115,33,31,28.5,30,32,0,1.8,110,66,1.48,0
Busan,Hot,9/1/2019 12:00,1567339200,26.7,24.08097268,23.7004589,23.69830382,34,31.5,28.5,30,32,0,2.4,200,74,1.75,0
Busan,Hot,9/1/2019 13:00,1567342800,26.7,24.31906607,23.72690481,23.69892396,34,31.5,28.5,30,32,0,2.1,180,72,1.58,0
Busan,Hot,9/1/2019 14:00,1567346400,26.2,24.49006006,23.7522399,23.69971431,31.5,31.5,28.5,30,32,0,2.8,200,73,1.03,0
Busan,Hot,9/1/2019 15:00,1567350000,25.1,24.54550915,23.7714541,23.70055926,27,31.5,29,30,32,0,2.3,200,82,0.67,0
Busan,Hot,9/1/2019 16:00,1567353600,24.6,24.55046286,23.78506779,23.70140831,26,31,29,30,32,0,2.1,180,85,0.4,0
Busan,Hot,9/1/2019 17:00,1567357200,24.2,24.5186026,23.79386136,23.70222469,25,31,29,30,32,0,2.1,200,86,0.26,0
Busan,Hot,9/1/2019 18:00,1567360800,23.6,24.43509327,23.79725491,23.70295683,24.5,30.5,29,30,31.5,0,2,70,90,0.1,0
Busan,Hot,9/1/2019 19:00,1567364400,23.4,24.34099389,23.79696827,23.70359423,24,30.5,29,30,31.5,0.3,1.3,90,93,0.02,0
Busan,Hot,9/1/2019 20:00,1567368000,22.6,24.18272171,23.79090078,23.70407287,23.5,30,29,30,31.5,1.1,1.8,20,94,0,0
Busan,Hot,9/1/2019 21:00,1567371600,21.9,23.97520156,23.77853618,23.70434373,23,29.5,29,30,31.5,0.7,1.4,50,91,0,0
Busan,Hot,9/1/2019 22:00,1567375200,21.6,23.75927414,23.76163026,23.70439861,23,29.5,29,30,31.5,0.2,1.3,50,92,0,0
Busan,Hot,9/1/2019 23:00,1567378800,21.9,23.59024922,23.744045,23.70428457,23.5,29.5,29,30,31.5,0,0.2,0,94,0,0
Busan,Hot,9/2/2019 0:00,1567382400,22.2,23.46386293,23.72769564,23.70404439,23.5,29.5,29,30,31.5,0,0.9,70,91,0,0
Busan,Hot,9/2/2019 1:00,1567386000,22.2,23.3489663,23.71203905,23.70368967,23.5,29.5,29,30,31.5,0,0.9,50,92,0,0
Busan,Hot,9/2/2019 2:00,1567389600,22.1,23.23542391,23.69630787,23.70322187,23.5,29,29,30,31.5,0.4,1.2,110,95,0,0
Busan,Hot,9/2/2019 3:00,1567393200,21.7,23.09583992,23.67863744,23.70261509,23,29,29,30,31.5,1,0.4,0,97,0,0
Busan,Hot,9/2/2019 4:00,1567396800,21.6,22.95985447,23.65959942,23.70187308,23,29,29,30,31.5,0.1,0.9,50,98,0,0
Busan,Hot,9/2/2019 5:00,1567400400,21.6,22.83623134,23.63997863,23.7010083,23,28.5,29,30,31.5,0,1.1,20,96,0,0
Busan,Hot,9/2/2019 6:00,1567404000,21,22.66930121,23.61719616,23.69997762,23,28.5,29,30,31.5,1.6,1.9,20,98,0,0
Busan,Hot,9/2/2019 7:00,1567407600,21.2,22.53572838,23.59395139,23.69881454,23,28.5,29,30,31.5,2,1.4,70,99,0.03,0
Busan,Hot,9/2/2019 8:00,1567411200,20.9,22.3870258,23.56910769,23.69750406,23,28,29,30,31.5,3.5,3,70,99,0.15,0
Busan,Hot,9/2/2019 9:00,1567414800,20.8,22.24275072,23.54310037,23.69605076,22.5,28,29,30,31.5,5.8,2,70,100,0.2,0
Busan,Hot,9/2/2019 10:00,1567418400,20.6,22.09340975,23.51565566,23.69444972,22.5,28,28.5,30,31.5,4.1,1.8,90,100,0.13,0
Busan,Hot,9/2/2019 11:00,1567422000,20.7,21.96673614,23.48813028,23.69272373,22.5,28,28.5,30,31.5,8,2,50,100,0.23,0
Busan,Hot,9/2/2019 12:00,1567425600,20.2,21.80612376,23.45822598,23.69083902,22,27.5,28.5,30,31.5,6.9,1.5,90,100,0.2,0
Busan,Hot,9/2/2019 13:00,1567429200,20.5,21.68738524,23.42877719,23.68883756,22.5,27.5,28.5,30,31.5,5,2.2,70,100,0.25,0
Busan,Hot,9/2/2019 14:00,1567432800,21.3,21.6521684,23.40366007,23.68680293,23,27.5,28.5,30,31.5,0.4,1.1,70,100,0.35,0
Busan,Hot,9/2/2019 15:00,1567436400,21.7,21.65651672,23.3827919,23.68477467,23.5,28,28.5,30,31.5,0.2,2.3,70,98,0.56,0
Busan,Hot,9/2/2019 16:00,1567440000,22.4,21.72410611,23.36759582,23.68281596,25,28,28.5,30,31.5,0,2.2,70,95,0.68,0
Busan,Hot,9/2/2019 17:00,1567443600,22.3,21.7764601,23.35478787,23.68091151,24.5,28,28.5,30,31.5,0,1.9,70,94,0.41,0
Busan,Hot,9/2/2019 18:00,1567447200,22,21.79678191,23.34174044,23.67902926,24,28,28.5,30,31.5,0,2.5,50,98,0.03,0
Busan,Hot,9/2/2019 19:00,1567450800,22,21.81525628,23.32863903,23.67716735,24,28,28.5,30,31.5,0.1,2.2,70,98,0,0
Busan,Hot,9/2/2019 20:00,1567454400,21.9,21.82296026,23.31508072,23.675315,23.5,28,28.5,30,31.5,1.1,1.5,70,100,0,0
Busan,Hot,9/2/2019 21:00,1567458000,21.8,21.82087296,23.30086828,23.67346241,23.5,28,28.5,30,31.5,0.1,2.8,50,99,0,0
Busan,Hot,9/2/2019 22:00,1567461600,22,21.83715724,23.28739248,23.67162794,24,28,28.5,30,31.5,0,1.3,90,99,0,0
Busan,Hot,9/2/2019 23:00,1567465200,22.1,21.86105203,23.27484311,23.66981917,24,28,28.5,30,31.5,0,1.6,70,98,0,0
Busan,Hot,9/3/2019 0:00,1567468800,22.1,21.88277458,23.26281449,23.66803391,24,28,28.5,30,31.5,0.1,1.1,90,99,0,0
Busan,Hot,9/3/2019 1:00,1567472400,22.1,21.90252234,23.25110323,23.66627016,24,28,28.5,30,31.5,0.2,1.4,70,99,0,0
Busan,Hot,9/3/2019 2:00,1567476000,22.1,21.92047486,23.23960704,23.66452611,24,28,28.5,30,31.5,0,0.9,90,99,0,0
Busan,Hot,9/3/2019 3:00,1567479600,22.1,21.93679532,23.22827424,23.66280011,24,28,28.5,30,31.5,0.1,0.9,140,99,0,0
Busan,Hot,9/3/2019 4:00,1567483200,22.1,21.95163211,23.21707842,23.66109065,24,28,28.5,30,31.5,0,1.1,90,99,0,0
Busan,Hot,9/3/2019 5:00,1567486800,22.1,21.9651201,23.20600585,23.65939637,24,28,28.5,30,31.5,0,1.1,50,99,0,0
Busan,Hot,9/3/2019 6:00,1567490400,22,21.968291,23.19455405,23.65770695,23.5,28,28.5,30,31.5,0.2,1.8,70,99,0,0
Busan,Hot,9/3/2019 7:00,1567494000,22.3,21.99844637,23.18445636,23.65604935,24,28.5,28.5,30,31.5,0.2,1.5,90,99,0.09,0
Busan,Hot,9/3/2019 8:00,1567497600,22.5,22.04404215,23.17606911,23.65443895,24.5,28.5,28.5,30,31.5,0,1.9,70,99,0.17,0
Busan,Hot,9/3/2019 9:00,1567501200,22.7,22.10367468,23.16956022,23.65288974,25,28.5,28.5,30,31.5,0.1,1.3,70,98,0.18,0
Busan,Hot,9/3/2019 10:00,1567504800,22.5,22.13970426,23.16302335,23.65137807,24.5,28.5,28.5,30,31.5,2,2.9,360,99,0.29,0
Busan,Hot,9/3/2019 11:00,1567508400,23.4,22.2542766,23.16096042,23.64998236,26.5,29,28.5,30,31.5,0,0.9,70,92,0.61,0
Busan,Hot,9/3/2019 12:00,1567512000,24.9,22.49479691,23.16854828,23.64882833,31.5,29.5,28.5,30,31.5,0,1.6,50,85,1.31,0
Busan,Hot,9/3/2019 13:00,1567515600,25.7,22.78617901,23.18483658,23.64796654,33,30,28.5,30,31.5,0,1.4,110,82,1.26,0
Busan,Hot,9/3/2019 14:00,1567519200,25.5,23.03289001,23.2043613,23.64735208,32,30,28.5,30,31.5,0,1.4,90,82,0.98,0
Busan,Hot,9/3/2019 15:00,1567522800,23.9,23.11171819,23.21747076,23.64681698,26,29.5,28.5,30,31.5,0.4,2.1,70,96,0.48,0
Busan,Hot,9/3/2019 16:00,1567526400,24.4,23.22883472,23.2298147,23.64639942,27.5,30,28.5,30,31.5,0.4,0.9,110,94,0.52,0
Busan,Hot,9/3/2019 17:00,1567530000,23.7,23.27166792,23.23825321,23.64602506,25.5,29.5,28.5,30,31.5,0,2.3,70,95,0.35,0
Busan,Hot,9/3/2019 18:00,1567533600,23.2,23.26515266,23.24224132,23.64564457,24.5,29.5,28.5,29.5,31.5,0,2.8,50,89,0.14,0
Busan,Hot,9/3/2019 19:00,1567537200,23.1,23.25013878,23.24351146,23.64524946,24,29.5,28.5,29.5,31.5,0,2.4,70,92,0,0
Busan,Hot,9/3/2019 20:00,1567540800,23,23.22739889,23.24293475,23.64483202,24,29.5,28.5,29.5,31.5,0.1,2,70,95,0,0
Busan,Hot,9/3/2019 21:00,1567544400,22.9,23.19763535,23.24095155,23.64438527,24,29.5,28.5,29.5,31.5,0.5,2,50,97,0,0
Busan,Hot,9/3/2019 22:00,1567548000,22.8,23.16148669,23.23778684,23.64390286,24,29.5,28.5,29.5,31.5,0.3,2.1,50,98,0,0
Busan,Hot,9/3/2019 23:00,1567551600,22.8,23.12862426,23.23405289,23.64338809,24,29.5,28.5,29.5,31.5,0.4,1.7,50,98,0,0
Busan,Hot,9/4/2019 0:00,1567555200,22.4,23.06238569,23.22807542,23.64280767,23.5,29,28.5,29.5,31.5,0.9,2.3,50,99,0,0
Busan,Hot,9/4/2019 1:00,1567558800,22.3,22.9930779,23.22052185,23.64215859,23.5,29,28.5,29.5,31.5,0.9,2.3,70,98,0,0
Busan,Hot,9/4/2019 2:00,1567562400,22.1,22.911889,23.21123532,23.64142905,23.5,29,28.5,29.5,31.5,0.2,2.9,70,99,0,0
Busan,Hot,9/4/2019 3:00,1567566000,22.1,22.83808091,23.20113686,23.6406265,23.5,29,28.5,29.5,31.5,0,2.3,50,98,0,0
Busan,Hot,9/4/2019 4:00,1567569600,22.1,22.77098265,23.19068645,23.63975773,23.5,28.5,28.5,29.5,31.5,0.2,2.4,50,99,0,0
Busan,Hot,9/4/2019 5:00,1567573200,22.2,22.71907513,23.18060859,23.63883797,23.5,28.5,28.5,29.5,31.5,0,2.2,50,99,0,0
Busan,Hot,9/4/2019 6:00,1567576800,22.4,22.6900683,23.17175515,23.63789014,23.5,29,28.5,29.5,31.5,0,1.7,50,98,0,0
Busan,Hot,9/4/2019 7:00,1567580400,22.7,22.69097118,23.16503684,23.63694417,24,29,28.5,29.5,31.5,0,1.5,50,98,0,0
Busan,Hot,9/4/2019 8:00,1567584000,23.3,22.74633744,23.16237908,23.63605445,25,29,28.5,30,31.5,0,2.7,50,96,0.19,0
Busan,Hot,9/4/2019 9:00,1567587600,24,22.86030676,23.16520999,23.63527948,27,29.5,28.5,30,31.5,0,1.9,50,94,0.42,0
Busan,Hot,9/4/2019 10:00,1567591200,25.2,23.07300615,23.17668466,23.63471777,31,30,28.5,29.5,31.5,0,1.2,70,87,0.72,0
Busan,Hot,9/4/2019 11:00,1567594800,26.4,23.37546013,23.19832219,23.63445877,34,31,28.5,29.5,31.5,0,1.7,90,86,1.48,0
Busan,Hot,9/4/2019 12:00,1567598400,25.7,23.58678194,23.22141838,23.63441114,31.5,30.5,28.5,29.5,31.5,0,2.6,110,89,1.34,0
Busan,Hot,9/4/2019 13:00,1567602000,26,23.8061654,23.24660749,23.63458273,32,31,28.5,29.5,31.5,0,2.6,110,89,1.46,0
Busan,Hot,9/4/2019 14:00,1567605600,26.1,24.01469582,23.27320306,23.63496246,32,31,28.5,29.5,31.5,0,1.3,90,90,1.05,0
Busan,Hot,9/4/2019 15:00,1567609200,26.4,24.23154165,23.30184837,23.63555844,32.5,31.5,28.5,29.5,31.5,0,0.6,70,88,0.8,0
Busan,Hot,9/4/2019 16:00,1567612800,26.1,24.4014015,23.32988145,23.63632352,31,31.5,28.5,29.5,31.5,0,1.1,70,91,0.64,0
Busan,Hot,9/4/2019 17:00,1567616400,26.2,24.56491046,23.35796773,23.63725118,31,31.5,28.5,29.5,31.5,0,1.3,70,87,0.39,0
Busan,Hot,9/4/2019 18:00,1567620000,25.8,24.67719132,23.38396109,23.63829008,29.5,31.5,28.5,29.5,31.5,0,1.8,90,87,0.32,0
Busan,Hot,9/4/2019 19:00,1567623600,25.1,24.71562848,23.40532433,23.63936634,26.5,31.5,28.5,29.5,31.5,0,1.7,70,94,0.04,0
Busan,Hot,9/4/2019 20:00,1567627200,24.9,24.73238952,23.42329958,23.64045827,26,31,28.5,29.5,31.5,0,1.1,90,96,0,0
Busan,Hot,9/4/2019 21:00,1567630800,25,24.75671775,23.44000367,23.64157342,26.5,31.5,28.5,29.5,31.5,0,1.4,70,95,0,0
Busan,Hot,9/4/2019 22:00,1567634400,24.9,24.76974341,23.45550072,23.64270046,26,31.5,28.5,29.5,31.5,0,1.1,70,96,0,0
Busan,Hot,9/4/2019 23:00,1567638000,25,24.79067583,23.47081857,23.64384729,26.5,31.5,28.5,29.5,31.5,0,1.4,70,96,0,0
Busan,Hot,9/5/2019 0:00,1567641600,24.8,24.79152348,23.48498176,23.64499382,26,31,28.5,29.5,31.5,0,1.5,70,97,0,0
Busan,Hot,9/5/2019 1:00,1567645200,24.6,24.77411225,23.49751314,23.64612181,25.5,31,28.5,29.5,31.5,0,1.5,90,98,0,0
Busan,Hot,9/5/2019 2:00,1567648800,24.4,24.74010205,23.50818455,23.6472147,25,31,28.5,29.5,31.5,0,1.5,70,97,0,0
Busan,Hot,9/5/2019 3:00,1567652400,24.2,24.69100186,23.51689225,23.64825744,25,31,28.5,29.5,31.5,0,1.1,50,99,0,0
Busan,Hot,9/5/2019 4:00,1567656000,24.1,24.63727442,23.52408967,23.64924547,24.5,31,28.5,29.5,31.5,0,0.9,70,99,0,0
Busan,Hot,9/5/2019 5:00,1567659600,24.1,24.58843129,23.53050379,23.65018372,24.5,31,28.5,29.5,31.5,0,1.1,50,98,0,0
Busan,Hot,9/5/2019 6:00,1567663200,24,24.53493754,23.53600333,23.65106759,24.5,30.5,28.5,29.5,31.5,0,1,90,98,0,0
Busan,Hot,9/5/2019 7:00,1567666800,24.5,24.5317614,23.54349814,23.6519474,25.5,31,28.5,29.5,31.5,0,0.4,0,94,0.16,0
Busan,Hot,9/5/2019 8:00,1567670400,26,24.66523763,23.55936934,23.65295968,30,31.5,28.5,29.5,31.5,0,1.3,70,87,0.61,0
Busan,Hot,9/5/2019 9:00,1567674000,26.8,24.85930694,23.5832691,23.65416482,33,32,28.5,29.5,31.5,0,2.3,90,85,1.04,0
Busan,Hot,9/5/2019 10:00,1567677600,28.7,25.20846085,23.62043101,23.65571757,39,33.5,28.5,29.5,31.5,0,1.6,90,79,2.1,0
Busan,Hot,9/5/2019 11:00,1567681200,29,25.55314623,23.66545953,23.6576131,39.5,34,28.5,29.5,31.5,0,3,110,76,2.1725,0
Busan,Hot,9/5/2019 12:00,1567684800,28.7,25.83922385,23.71267434,23.65979253,38.5,34,28.5,29.5,31.5,0,4.3,110,77,2.245,0
Busan,Hot,9/5/2019 13:00,1567688400,28.3,26.06293077,23.75875754,23.66219327,37,34,28.5,29.5,31.5,0,4.4,110,82,2.3175,0
Busan,Hot,9/5/2019 14:00,1567692000,27.7,26.21175525,23.80108211,23.66474028,34.5,33.5,28.5,29.5,31.5,0,2.9,110,86,2.39,0
Busan,Hot,9/5/2019 15:00,1567695600,28.4,26.41068659,23.84480179,23.66748349,37,34.5,28.5,29.5,31.5,0,2.2,90,85,1.65,0
Busan,Hot,9/5/2019 16:00,1567699200,28.4,26.59153326,23.88899568,23.67040461,37,34.5,28.5,29.5,31.5,0,2.3,90,85,1.9,0
Busan,Hot,9/5/2019 17:00,1567702800,27.9,26.71048478,23.9307303,23.67344166,34.5,34,28.5,29.5,31.5,0,1.8,70,87,1.1,0
Busan,Hot,9/5/2019 18:00,1567706400,27.6,26.7913498,23.9695557,23.67655645,32.5,34,28.5,29.5,31.5,0,1.5,90,88,0.59,0
Busan,Hot,9/5/2019 19:00,1567710000,26.3,26.74668164,24.00031305,23.67962351,28,33.5,28.5,29.5,31.5,0,1.9,70,94,0.06,0
Busan,Hot,9/5/2019 20:00,1567713600,26.2,26.69698331,24.026429,23.68263785,28,33,28.5,29.5,31.5,0,1.3,90,85,0,0
Busan,Hot,9/5/2019 21:00,1567717200,26,26.63362119,24.04912785,23.68558589,27.5,33,28.5,29.5,31.5,0,1.5,70,86,0,0
Busan,Hot,9/5/2019 22:00,1567720800,25.9,26.56692835,24.06952763,23.68846435,27.5,33,29,29.5,31.5,0,1.4,90,85,0,0
Busan,Hot,9/5/2019 23:00,1567724400,26,26.51538941,24.08918333,23.69128845,27.5,33,29,29.5,31.5,0,0.9,70,84,0,0
Busan,Hot,9/6/2019 0:00,1567728000,26.1,26.47762674,24.10886841,23.69407201,28,33,29,29.5,31.5,0,2.1,50,91,0,0
Busan,Hot,9/6/2019 1:00,1567731600,26.2,26.45238794,24.12896563,23.69682757,28,33,29,29.5,31.5,0,1.9,50,91,0,0
Busan,Hot,9/6/2019 2:00,1567735200,26.1,26.42035268,24.14867235,23.69954837,28,33,29,29.5,31.5,0,1.9,50,91,0,0
Busan,Hot,9/6/2019 3:00,1567738800,25.7,26.35486607,24.16610799,23.70220104,27,33,29,29.5,31.5,0,1.7,50,93,0,0
Busan,Hot,9/6/2019 4:00,1567742400,25.7,26.29533279,24.18233302,23.70479158,27,32.5,29,30,31.5,0,2.1,50,93,0,0
Busan,Hot,9/6/2019 5:00,1567746000,25.7,26.24121163,24.19787842,23.70732547,27,32.5,29,30,31.5,0,1.9,50,92,0,0
Busan,Hot,9/6/2019 6:00,1567749600,25.7,26.19201057,24.2130104,23.70980767,27,32.5,29,30,31.5,0,2,70,93,0,0
Busan,Hot,9/6/2019 7:00,1567753200,25.9,26.16546416,24.22885292,23.71226087,27.5,32.5,29,30,31.5,0,2.3,50,92,0.09,0
Busan,Hot,9/6/2019 8:00,1567756800,27.2,26.25951287,24.2514044,23.71480558,32,33.5,29,30,32,0,1.4,70,86,0.58,0
Busan,Hot,9/6/2019 9:00,1567760400,27.6,26.38137533,24.2791457,23.71746949,33.5,34,29,30,32,0,2.5,70,85,1.04,0
Busan,Hot,9/6/2019 10:00,1567764000,27.6,26.4921594,24.30931889,23.7202414,33.5,34,29,30,31.5,0,2.4,90,85,0.81,0
Busan,Hot,9/6/2019 11:00,1567767600,28.2,26.64741763,24.34351692,23.72316566,36,34.5,29,30,31.5,0,2.6,90,84,1.44,0
Busan,Hot,9/6/2019 12:00,1567771200,27.6,26.73401603,24.37656783,23.7261735,33,34,29,30,31.5,0,2.6,90,85,1.05,0
Busan,Hot,9/6/2019 13:00,1567774800,28,26.84910548,24.41086746,23.72929331,34.5,34.5,29,30,31.5,0,2.6,90,83,0.95,0
Busan,Hot,9/6/2019 14:00,1567778400,28.4,26.99009589,24.44759565,23.73255086,36,34.5,29,30,31.5,0,2.5,90,80,1.3,0
Busan,Hot,9/6/2019 15:00,1567782000,28.2,27.10008717,24.48435418,23.73591503,35,34.5,29,30,31.5,0,3.5,70,80,1.11,0
Busan,Hot,9/6/2019 16:00,1567785600,28.4,27.21826107,24.52193586,23.73939389,35.5,35,29,30,31.5,0,3.1,70,80,1.18,0
Busan,Hot,9/6/2019 17:00,1567789200,28.1,27.29841915,24.55825384,23.74294936,34,35,29,30,31.5,0,2.8,70,79,0.91,0
Busan,Hot,9/6/2019 18:00,1567792800,27.5,27.31674468,24.59079614,23.74651959,31.5,34.5,29,30,31.5,0,3.9,70,78,0.27,0
Busan,Hot,9/6/2019 19:00,1567796400,27.1,27.29704062,24.61932799,23.75006656,30,34,29,30,32,0,3.7,70,79,0.01,0
Busan,Hot,9/6/2019 20:00,1567800000,27.1,27.27912784,24.64573322,23.7535921,30,34,29,30,32,0,3.5,70,78,0,0
Busan,Hot,9/6/2019 21:00,1567803600,27,27.25375258,24.6704599,23.75708876,30,34,29,30,32,0,4.7,70,83,0,0
Busan,Hot,9/6/2019 22:00,1567807200,26.9,27.22159325,24.69373816,23.76054981,29.5,34,29,30,32,0,4.4,70,82,0,0
Busan,Hot,9/6/2019 23:00,1567810800,27.1,27.21053932,24.71717424,23.76399635,30,34,29,30,32,0,4.4,70,81,0,0
Busan,Hot,9/7/2019 0:00,1567814400,27,27.19139938,24.74007738,23.76742033,30,34,29,30,32,0,4.2,70,81,0,0
Busan,Hot,9/7/2019 1:00,1567818000,26.1,27.09218126,24.75814785,23.77074177,28,33.5,29,30,32,0.3,3.9,90,92,0,0
Busan,Hot,9/7/2019 2:00,1567821600,26.1,27.00198296,24.77373647,23.77396978,28,33.5,29,30,32,0.5,5.5,90,91,0,0
Busan,Hot,9/7/2019 3:00,1567825200,26.2,26.92907542,24.78851431,23.77712173,28,33.5,29,30,32,0.2,5.1,110,91,0,0
Busan,Hot,9/7/2019 4:00,1567828800,25.8,26.8264322,24.80083743,23.780168,27.5,33,29,30,32,0.8,6,110,95,0,0
Busan,Hot,9/7/2019 5:00,1567832400,26,26.751302,24.81287444,23.78313616,27.5,33,29,30,32,0,6.5,110,94,0,0
Busan,Hot,9/7/2019 6:00,1567836000,26.5,26.72845636,24.82718545,23.78607854,29,33.5,29,30,32,0,6.528571429,110,89,0,0
Busan,Hot,9/7/2019 7:00,1567839600,26.6,26.71677851,24.84304643,23.78900631,29,33.5,29,30,32,0.1,6.557142857,140,84,0,0
Busan,Hot,9/7/2019 8:00,1567843200,27.2,26.76070774,24.86256648,23.79197505,31,33.5,29,30,32,0,6.585714286,160,78,0.16,0
Busan,Hot,9/7/2019 9:00,1567846800,27.3,26.80973431,24.88429638,23.79498979,31.5,34,29,30,32,0,6.614285714,140,79,0.21,0
Busan,Hot,9/7/2019 10:00,1567850400,25.7,26.70884937,24.89909189,23.79790074,27,33,29,30,32,0.7,6.642857143,180,95,0.49,0
Busan,Hot,9/7/2019 11:00,1567854000,26.3,26.67168125,24.91335159,23.80077165,28.5,33,29,30,32,9.4,6.671428571,200,95,1.35,0
Busan,Hot,9/7/2019 12:00,1567857600,26.7,26.67425568,24.92925564,23.80364226,29.5,33.5,29,30,32,0,6.7,200,91,1.69,0
Busan,Hot,9/7/2019 13:00,1567861200,26.2,26.63114153,24.94341974,23.80646694,28,33,29,30,32,0,6.633333333,230,94,0.89,0
Busan,Hot,9/7/2019 14:00,1567864800,25.5,26.52831048,24.95318702,23.80918606,27,32.5,29,30,32,0.3,6.566666667,230,96,0.76,0
Busan,Hot,9/7/2019 15:00,1567868400,26.7,26.54391862,24.9666699,23.81191806,29.5,33.5,29,30,32,0,6.5,250,88,1.22,0
Busan,Hot,9/7/2019 16:00,1567872000,26.6,26.54901692,24.98143039,23.81465243,29.5,33,29,30,32,0,6.433333333,250,88,0.84,0
Busan,Hot,9/7/2019 17:00,1567875600,26.1,26.5081972,24.99427503,23.81734328,28,33,29,30,32,0,6.366666667,250,86,0.7,0
Busan,Hot,9/7/2019 18:00,1567879200,25.9,26.45290655,25.00511755,23.81997621,27.5,33,29,30.5,32,0,6.3,230,85,0.29,0
Busan,Hot,9/7/2019 19:00,1567882800,25.6,26.37536959,25.0134301,23.82252905,27,32.5,29,30.5,32,0,5.2,250,83,0.07,0
Busan,Hot,9/7/2019 20:00,1567886400,25,26.25033599,25.01747874,23.82495443,26,32.5,29,30.5,32,0,4.9,270,86,0,0
Busan,Hot,9/7/2019 21:00,1567890000,24.9,26.12757817,25.01890143,23.82725476,26,32,29,30.5,32,0,3.1,200,89,0,0
Busan,Hot,9/7/2019 22:00,1567893600,24.4,25.97052561,25.01654187,23.82939589,25.5,32,29.5,30.5,32,0,3.8,250,96,0,0
Busan,Hot,9/7/2019 23:00,1567897200,24.1,25.80047783,25.01083643,23.831365,25,31.5,29.5,30.5,32,0,4.5,290,95,0,0
Busan,Hot,9/8/2019 0:00,1567900800,24.1,25.64588894,25.00350287,23.83317771,25,31.5,29.5,30.5,32,0,2.6,250,93,0,0
Busan,Hot,9/8/2019 1:00,1567904400,24,25.49626267,24.99490456,23.83483913,25,31.5,29.5,30.5,32,0,3.7,270,94,0,0
Busan,Hot,9/8/2019 2:00,1567908000,24,25.36023879,24.98572269,23.83636301,25,31,29.5,30.5,32,0,1.9,250,92,0,0
Busan,Hot,9/8/2019 3:00,1567911600,23.9,25.22748981,24.97580235,23.83775275,25,31,29,30.5,32,0,1.9,200,94,0,0
Busan,Hot,9/8/2019 4:00,1567915200,23.7,25.0886271,24.96457544,23.83900237,25,31,29.5,30.5,32,0,1.3,230,97,0,0
Busan,Hot,9/8/2019 5:00,1567918800,23.6,24.95329736,24.95226224,23.84011555,24.5,31,29,30.5,32,0,1.3,270,95,0,0
Busan,Hot,9/8/2019 6:00,1567922400,23.7,24.83936124,24.93996728,23.8411138,25,30.5,29,30.5,32,0,1.6,230,95,0,0
Busan,Hot,9/8/2019 7:00,1567926000,23.9,24.75396476,24.92873231,23.84202574,25,30.5,29,30.5,32,0,1.2,250,98,0.07,0
Busan,Hot,9/8/2019 8:00,1567929600,24.5,24.73087706,24.92104801,23.8429137,26,31,29,30.5,32.5,0,1.5,230,95,0.33,0
Busan,Hot,9/8/2019 9:00,1567933200,24.9,24.74625187,24.9171397,23.84381614,26.5,31,29,30.5,32.5,0,1.7,180,95,0.65,0
Busan,Hot,9/8/2019 10:00,1567936800,25.1,24.77841079,24.91611014,23.8447498,27,31,29,30.5,32.5,0.2,1.7,200,90,0.67,0
Busan,Hot,9/8/2019 11:00,1567940400,25.8,24.87128254,24.91997615,23.84577531,29,31.5,29,30.5,32.5,1,0.4,0,93,0.75,0
Busan,Hot,9/8/2019 12:00,1567944000,26.2,24.99207503,24.92822677,23.84692046,30.5,31.5,29,30.5,32.5,0,2,180,93,0.98,0
Busan,Hot,9/8/2019 13:00,1567947600,26.4,25.12006821,24.93959724,23.84819234,31,32,29,30.5,32.5,0,1.8,180,89,1.2,0
