Location,Cluster,date,Date,Air_Temperature,LPF_1,LPF_2,LPF_3,0mm,100mm,500mm,800mm,1100mm,Rainfall,Wind_Speed,Wind_Direction,Humidity,Solar_Radiation,Snow
Busan,Hot,9/18/2020 22:00,1600466402,19.7,20.04842214,21.80082585,23.68353724,19.5,25.5,28.5,27,26.5,0,1.5,290,81,0,0
Busan,Hot,9/18/2020 23:00,1600470002,19.3,19.98038376,21.77878168,23.67983778,19,25,28.5,27,26.5,0,1.3,290,80,0,0
Busan,Hot,9/19/2020 0:00,1600473602,18.7,19.86398524,21.75262723,23.67602574,19.5,25,28.5,27,26.5,0,2.1,270,80,0,0
Busan,Hot,9/19/2020 1:00,1600477202,18.2,19.71271385,21.72209222,23.67206639,20.5,25.5,28.5,27,26.5,0,2,290,73,0,0
Busan,Hot,9/19/2020 2:00,1600480802,17.6,19.52064896,21.68656948,23.66791912,20.5,25.5,28.5,27,26.5,0,0.2,0,78,0,0
Busan,Hot,9/19/2020 3:00,1600484402,16.9,19.28240814,21.64528808,23.66353799,21,25.5,28.5,27,26.5,0,0.4,0,73,0,0
Busan,Hot,9/19/2020 4:00,1600488002,17.7,19.13855286,21.60532061,23.65901753,23.5,26,28.5,27,26.5,0,2.6,290,64,0,0
Busan,Hot,9/19/2020 5:00,1600491602,18.4,19.07141169,21.56966681,23.6544345,28,27,28.5,27,26.5,0,3.2,320,61,0,0
Busan,Hot,9/19/2020 6:00,1600495202,18.5,19.01946517,21.53682005,23.64980416,31.5,28,28.5,27,26.5,0,2.6,320,52,0,0
Busan,Hot,9/19/2020 7:00,1600498802,18.9,19.0086047,21.50750571,23.6451676,33,28.5,28.5,27,26.5,0,5.1,320,50,0.12,0
Busan,Hot,9/19/2020 8:00,1600502402,20.2,19.11691336,21.48652086,23.64064387,34,29,28.5,27,26.5,0,4.2,320,48,0.73,0
Busan,Hot,9/19/2020 9:00,1600506002,22,19.37901215,21.4786743,23.6363865,34,29.5,28.5,27,26.5,0,2,320,44,1.49,0
Busan,Hot,9/19/2020 10:00,1600509602,23.9,19.79001105,21.48677662,23.63254396,32.5,29.5,28.5,27,26.5,0,3.2,270,32,2.15,0
Busan,Hot,9/19/2020 11:00,1600513202,24.5,20.21819186,21.50570462,23.62913302,32,29.5,28.5,27,26.5,0,2.4,270,40,2.67,0
Busan,Hot,9/19/2020 12:00,1600516802,25.1,20.6619926,21.53286846,23.62616885,29,29.5,28.5,27,26.5,0,3.4,320,39,2.52,0
Busan,Hot,9/19/2020 13:00,1600520402,25.4,21.09272054,21.56546012,23.62363793,27.5,29.5,28.5,27,26.5,0,4.4,230,42,2.37,0
Busan,Hot,9/19/2020 14:00,1600524002,25.2,21.46610959,21.59958737,23.62148256,27,29.5,28.5,27,26.5,0,4.7,230,41,2.22,0
Busan,Hot,9/19/2020 15:00,1600527602,25.1,21.79646326,21.63381083,23.61965936,24,29,28.5,27,26.5,0,5.2,270,40,2.26,0
Busan,Hot,9/19/2020 16:00,1600531202,24,21.99678478,21.66246694,23.61803811,23,28.5,28.5,27,26.5,0,4.4,180,52,1.28,0
Busan,Hot,9/19/2020 17:00,1600534802,23.7,22.15162253,21.68673993,23.61657316,22.5,28.5,28.5,27,26.5,0,5.2,180,51,0.73,0
Busan,Hot,9/19/2020 18:00,1600538402,23.5,22.2742023,21.7077328,23.61523213,22,28.5,28.5,27,26.5,0,3.8,230,52,0.33,0
Busan,Hot,9/19/2020 19:00,1600542002,22.4,22.28563845,21.72155238,23.61390386,22,28,28.5,27,26.5,0,3.3,230,62,0.04,0
Busan,Hot,9/19/2020 20:00,1600545602,21.9,22.25058041,21.72927715,23.6125419,21.5,28,28.5,27,26.5,0,3.7,250,65,0,0
Busan,Hot,9/19/2020 21:00,1600549202,21.4,22.17325492,21.73147122,23.61110405,21,27.5,28.5,27,26.5,0,4,250,67,0,0
Busan,Hot,9/19/2020 22:00,1600552802,21.1,22.07568629,21.72943129,23.60957017,20.5,27,28.5,26.5,26.5,0,4,250,70,0,0
Busan,Hot,9/19/2020 23:00,1600556402,21,21.97789663,21.72481038,23.60794012,20,27,28.5,26.5,26.5,0,4.2,270,69,0,0
Busan,Hot,9/20/2020 0:00,1600560002,20.6,21.8526333,21.71695443,23.60618657,20,26.5,28.5,26.5,26.5,0,4.5,250,66,0,0
Busan,Hot,9/20/2020 1:00,1600563602,19.9,21.67512118,21.70407053,23.60425743,19.5,26,28.5,26.5,26.5,0,1.2,110,65,0,0
Busan,Hot,9/20/2020 2:00,1600567202,19.3,21.45920107,21.68579101,23.60211452,19.5,26,28.5,26.5,26.5,0,2.4,290,65,0,0
Busan,Hot,9/20/2020 3:00,1600570802,18.7,21.20836461,21.66196061,23.59972316,19.5,26,28.5,26.5,26.5,0,3.4,340,66,0,0
Busan,Hot,9/20/2020 4:00,1600574402,18.3,20.94396783,21.63352001,23.59707006,21.5,26.5,28.5,26.5,26.5,0,3.8,320,65,0,0
Busan,Hot,9/20/2020 5:00,1600578002,18,20.67633439,21.60145278,23.59415224,24.5,27,28.5,26.5,26.5,0,2.8,320,66,0,0
Busan,Hot,9/20/2020 6:00,1600581602,17.8,20.41484945,21.56675884,23.59097611,28.5,28,28.5,26.5,26.5,0,3.6,320,61,0,0
Busan,Hot,9/20/2020 7:00,1600585202,18,20.19531768,21.5319264,23.58758385,29.5,28,28.5,26.5,26.5,0,1.5,320,57,0.12,0
Busan,Hot,9/20/2020 8:00,1600588802,19.9,20.16847062,21.50660378,23.58416815,30,28.5,28.5,26.5,26.5,0,0.4,0,54,0.78,0
Busan,Hot,9/20/2020 9:00,1600592402,21.4,20.28042783,21.49354008,23.58086771,33,29.5,28,26.5,26.5,0,1.5,250,40,1.56,0
Busan,Hot,9/20/2020 10:00,1600596002,22.9,20.51857076,21.49403558,23.57780847,35,30,28,26.5,26.5,0,1.7,200,39,2.27,0
Busan,Hot,9/20/2020 11:00,1600599602,23.5,20.78960978,21.50421139,23.57502306,34.5,30.5,28,26.5,26.5,0,3.4,270,39,2.338,0
Busan,Hot,9/20/2020 12:00,1600603202,23.9,21.07237253,21.52110926,23.57252291,33.5,30.5,28,26.5,26.5,0,3.7,270,39,2.406,0
Busan,Hot,9/20/2020 13:00,1600606802,25.3,21.4567023,21.54818193,23.5704092,32,30.5,28.5,26.5,26.5,0,3.9,290,35,2.474,0
Busan,Hot,9/20/2020 14:00,1600610402,26.3,21.89700209,21.58510809,23.56873747,28,30,28.5,26.5,26.5,0,2.7,320,36,2.542,0
Busan,Hot,9/20/2020 15:00,1600614002,26.4,22.30636553,21.62722446,23.56747636,23,29.5,28.5,26.5,26.5,0,3.2,340,39,2.61,0
Busan,Hot,9/20/2020 16:00,1600617602,26.1,22.6512414,21.67021661,23.56656104,22.5,29,28.5,26.5,26.5,0,2.8,290,35,2.04,0
Busan,Hot,9/20/2020 17:00,1600621202,25.6,22.91931036,21.71095422,23.56591443,21.5,28.5,28.5,26.5,26.5,0,2.9,360,38,1.28,0
Busan,Hot,9/20/2020 18:00,1600624802,24.4,23.05391851,21.74443346,23.56540295,21,28,28.5,26.5,26.5,0,2.5,360,39,0.51,0
Busan,Hot,9/20/2020 19:00,1600628402,22.5,23.00356228,21.76474777,23.56484167,20.5,27.5,28.5,26.5,26.5,0,1.5,320,38,0.02,0
Busan,Hot,9/20/2020 20:00,1600632002,21.6,22.87596571,21.77398878,23.56415348,20,27,28.5,26.5,26.5,0,2.1,320,39,0,0
Busan,Hot,9/20/2020 21:00,1600635602,20.8,22.68724155,21.77374181,23.56327744,19.5,26.5,28.5,26.5,26.5,0,2.5,50,57,0,0
Busan,Hot,9/20/2020 22:00,1600639202,19.8,22.42476505,21.76384855,23.56214007,19.5,26,28,26.5,26.5,0,3.1,50,60,0,0
Busan,Hot,9/20/2020 23:00,1600642802,19.1,22.12251368,21.74576352,23.56070188,19,26,28,26.5,26.5,0,1.9,50,61,0,0
Busan,Hot,9/21/2020 0:00,1600646402,18.6,21.80228516,21.72123745,23.55894522,19,25.5,28,26.5,26.5,0,1.8,50,62,0,0
Busan,Hot,9/21/2020 1:00,1600650002,18.1,21.46571379,21.69116892,23.55685408,19,25.5,28,26.5,26,0,2.1,20,66,0,0
Busan,Hot,9/21/2020 2:00,1600653602,17.7,21.12337617,21.65652524,23.55442303,18.5,25,28,26.5,26,0,1.8,50,68,0,0
Busan,Hot,9/21/2020 3:00,1600657202,17.2,20.76670561,21.6173129,23.5516381,18.5,25,28,26.5,26,0,1.9,20,69,0,0
Busan,Hot,9/21/2020 4:00,1600660802,17,20.42427783,21.57504287,23.54851387,21.5,26,28,26.5,26,0,2.7,50,73,0,0
Busan,Hot,9/21/2020 5:00,1600664402,17.1,20.12207075,21.53196343,23.54509085,25.5,26.5,28,26.5,26,0,0.5,320,70,0,0
Busan,Hot,9/21/2020 6:00,1600668002,16.4,19.78370068,21.48523122,23.54133321,28,27,28,26.5,26,0,0,0,74,0,0
Busan,Hot,9/21/2020 7:00,1600671602,17.1,19.53972789,21.44038739,23.53733561,30.5,28,28,26.5,26,0,0.3,0,72,0.1,0
Busan,Hot,9/21/2020 8:00,1600675202,19.7,19.55429808,21.4095717,23.53335655,30.5,28,28,26.5,26,0,1.3,140,64,0.74,0
Busan,Hot,9/21/2020 9:00,1600678802,21.4,19.72208917,21.39426902,23.52954909,31,28.5,28,26.5,26,0,1.4,360,49,1.46,0
Busan,Hot,9/21/2020 10:00,1600682402,22.6,19.98371743,21.3926624,23.5260068,31,28.5,28,26,26,0,2.1,90,48,1.88,0
Busan,Hot,9/21/2020 11:00,1600686002,23.7,20.3215613,21.40328951,23.52280555,26.5,28.5,28,26,26,0,3.3,110,48,2.46,0
Busan,Hot,9/21/2020 12:00,1600689602,23.9,20.64687391,21.42091041,23.51993249,29,29,28,26,26,0,2.5,110,45,2.66,0
Busan,Hot,9/21/2020 13:00,1600693202,24.3,20.97897628,21.44388654,23.51739408,24.5,28.5,28,26,26,0,3.1,110,36,2.42,0
Busan,Hot,9/21/2020 14:00,1600696802,24.4,21.28997843,21.46989509,23.51516889,22,27.5,28,26,26,0,3,90,42,2.44,0
Busan,Hot,9/21/2020 15:00,1600700402,22.9,21.43634403,21.48985034,23.51309214,20.5,27,28,26,26,0,2.9,70,53,1.61,0
Busan,Hot,9/21/2020 16:00,1600704002,23.9,21.66031276,21.51166061,23.51124121,20.5,27,28,26,26,0,3.3,90,50,2.03,0
Busan,Hot,9/21/2020 17:00,1600707602,22.4,21.72755705,21.52685549,23.50945931,20,26.5,28,26,26,0,3.4,70,61,1.23,0
Busan,Hot,9/21/2020 18:00,1600711202,21,21.6614155,21.53176952,23.50761311,20,26.5,28,26,26,0,3.4,70,66,0.52,0
Busan,Hot,9/21/2020 19:00,1600714803,19.6,21.47401409,21.52463898,23.50558154,20,26,28,26,26,0,3.7,50,70,0.03,0
Busan,Hot,9/21/2020 20:00,1600718403,19.3,21.27637645,21.51009596,23.50335456,20,26,28,26,26,0,3.6,50,70,0,0
Busan,Hot,9/21/2020 21:00,1600722003,18.9,21.06034222,21.48997517,23.50091399,19.5,26,28,26,26,0,3.4,70,67,0,0
Busan,Hot,9/21/2020 22:00,1600725603,18.9,20.86394748,21.46719272,23.49827966,19.5,25.5,28,26,26,0,3.1,70,65,0,0
Busan,Hot,9/21/2020 23:00,1600729203,18.7,20.66722498,21.44221531,23.49545143,19.5,25.5,28,26,26,0,2.7,50,67,0,0
Busan,Hot,9/22/2020 0:00,1600732803,18.6,20.47929544,21.41577988,23.49243829,22,26,27,26,26,0,2.8,70,68,0,0
Busan,Hot,9/22/2020 1:00,1600736403,18.5,20.29935949,21.38825848,23.4892484,21.5,25.5,27,26,26,0,2.5,50,69,0,0
Busan,Hot,9/22/2020 2:00,1600740003,18.1,20.09941771,21.35835552,23.48586196,21.5,25.5,27,26,26,0,3.7,50,71,0,0
Busan,Hot,9/22/2020 3:00,1600743603,18,19.90856156,21.32692655,23.48228823,21,25,27,26,26,0,3.7,50,71,0,0
Busan,Hot,9/22/2020 4:00,1600747203,18,19.73505596,21.29489772,23.47854474,21,24.5,27,26,26,0,4.2,50,72,0,0
Busan,Hot,9/22/2020 5:00,1600750803,17.6,19.54095997,21.26075029,23.47461109,21,24.5,27,26,26,0,3.2,50,73,0,0
Busan,Hot,9/22/2020 6:00,1600754403,17.7,19.37359997,21.22621815,23.47051418,21,24,27,26.5,26,0,3,50,71,0,0
Busan,Hot,9/22/2020 7:00,1600758003,18,19.24872724,21.19315165,23.46629661,22,24,27,26,26,0,3.4,50,72,0.07,0
Busan,Hot,9/22/2020 8:00,1600761603,19,19.22611568,21.16592491,23.46206066,26,24,27,26,26,0,3,70,69,0.38,0
Busan,Hot,9/22/2020 9:00,1600765203,20.4,19.33283243,21.14865462,23.45793556,31,25,26.5,26.5,26,0,2.8,70,65,1.02,0
Busan,Hot,9/22/2020 10:00,1600768803,22.1,19.58439312,21.1448146,23.45406589,31.5,26.5,26.5,26.5,26,0,3.7,70,60,1.63,0
Busan,Hot,9/22/2020 11:00,1600772403,22.4,19.84035738,21.14912739,23.45045579,30,27,26.5,26.5,26,0,3.7,70,57,1.86,0
Busan,Hot,9/22/2020 12:00,1600776003,20.8,19.92759762,21.14953408,23.44693645,30,27,26.5,26.5,26,0,4.4,70,63,1.11,0
Busan,Hot,9/22/2020 13:00,1600779603,21.8,20.09781602,21.15295554,23.44359067,34,27.5,26.5,26.5,26,0,5.4,70,58,1.6,0
Busan,Hot,9/22/2020 14:00,1600783203,22.4,20.30710547,21.16082282,23.44045732,39,28.5,26.5,26.5,26,0,4.9,70,55,2.07,0
Busan,Hot,9/22/2020 15:00,1600786803,23.4,20.5882777,21.17580255,23.43760799,39.5,30,26.5,26.5,26,0,4.6,70,54,2.28,0
Busan,Hot,9/22/2020 16:00,1600790403,22.7,20.78025246,21.19076379,23.43495329,37,31,26.5,26,26,0,3.4,70,54,1.91,0
Busan,Hot,9/22/2020 17:00,1600794003,22.1,20.90022951,21.20267151,23.4324211,30.5,30.5,26.5,26.5,26,0,3.7,70,57,1.28,0
Busan,Hot,9/22/2020 18:00,1600797603,20.4,20.8547541,21.2045928,23.42984601,27,29.5,26.5,26,26,0,3.1,70,61,0.41,0
Busan,Hot,9/22/2020 19:00,1600801203,19.1,20.695231,21.19512516,23.42711413,25,29,26.5,26,26,0,4.5,50,64,0.02,0
Busan,Hot,9/22/2020 20:00,1600804803,18.6,20.50475545,21.17759106,23.42419469,24,28,26.5,26.5,26,0,3.6,50,67,0,0
Busan,Hot,9/22/2020 21:00,1600808403,18.1,20.28614132,21.15367521,23.42105977,23,27,26.5,26,26,0,3.3,70,69,0,0
Busan,Hot,9/22/2020 22:00,1600812003,17.9,20.06921938,21.12572837,23.41771128,22,26.5,26.5,26,26,0,4.5,70,70,0,0
Busan,Hot,9/22/2020 23:00,1600815603,17.6,19.84474489,21.09443921,23.41414188,21.5,26,26.5,26,26,0,3.7,70,74,0,0
Busan,Hot,9/23/2020 0:00,1600819203,17.5,19.63158627,21.06115527,23.4103631,21.5,25.5,26.5,26,26,0,3.9,70,75,0,0
Busan,Hot,9/23/2020 1:00,1600822803,17.4,19.42871479,21.02655354,23.40638543,21,25,26.5,26,26,0,3.8,50,76,0,0
Busan,Hot,9/23/2020 2:00,1600826403,17.5,19.25337708,20.99196578,23.40223657,21,25,26.5,26,26,0,3.6,50,77,0,0
Busan,Hot,9/23/2020 3:00,1600830003,17.7,19.11216098,20.95854627,23.39795078,20.5,24.5,26.5,26,26,0,3.5,50,77,0,0
Busan,Hot,9/23/2020 4:00,1600833603,17.7,18.98378271,20.92587054,23.39354102,20.5,24,26.5,26,26,0,2.8,70,77,0,0
Busan,Hot,9/23/2020 5:00,1600837203,17.6,18.85798428,20.89322973,23.38901,20.5,24,26.5,26,26,0,3.7,50,78,0,0
Busan,Hot,9/23/2020 6:00,1600840803,17.7,18.75271298,20.86126285,23.38437833,20.5,23.5,26.5,26,26,0,4.2,50,79,0,0
Busan,Hot,9/23/2020 7:00,1600844403,18.1,18.69337544,20.83176804,23.37969202,21.5,23.5,26.5,26,26,0,3.4,70,77,0.07,0
Busan,Hot,9/23/2020 8:00,1600848003,19.3,18.74852313,20.80958364,23.37506547,25,24,26.5,26,26,0,3.4,50,74,0.44,0
Busan,Hot,9/23/2020 9:00,1600851603,21.4,18.98956648,20.80152412,23.37068436,29.5,24.5,26.5,26,26,0,4,70,68,1.03,0
Busan,Hot,9/23/2020 10:00,1600855203,22.8,19.33596953,20.8074277,23.36665367,31.5,26,26.5,26,26,0,4.6,70,62,1.68,0
Busan,Hot,9/23/2020 11:00,1600858803,22.6,19.63269957,20.81922439,23.36292345,31.5,26.5,26.5,26,26,0,4.1,70,63,1.5,0
Busan,Hot,9/23/2020 12:00,1600862403,22.1,19.85699961,20.8314048,23.35942103,31.5,27,26.5,26.5,26,0,4.8,70,66,1.1,0
Busan,Hot,9/23/2020 13:00,1600866003,22.4,20.08818146,20.84520003,23.35615305,32,27.5,26.5,26,26,0,4.3,70,66,1.31,0
Busan,Hot,9/23/2020 14:00,1600869603,22.3,20.28925587,20.85923134,23.35308922,30.5,28,26.5,26,26,0,4.2,70,67,1.21,0
Busan,Hot,9/23/2020 15:00,1600873203,22.1,20.45386898,20.87231995,23.3501929,29.5,28,26.5,26,26,0,3.9,70,68,0.99,0
Busan,Hot,9/23/2020 16:00,1600876803,21.8,20.57624452,20.88339193,23.34742172,28,28,26.5,26,26,0,3.8,50,68,0.78,0
Busan,Hot,9/23/2020 17:00,1600880403,21.1,20.62385866,20.88994543,23.34470088,26,27.5,26.5,26,26,0,4.5,50,68,0.44,0
Busan,Hot,9/23/2020 18:00,1600884003,20.6,20.62168969,20.89175436,23.34198059,25,27,26.5,26,26,0,3.4,70,69,0.13,0
Busan,Hot,9/23/2020 19:00,1600887603,20.3,20.59244517,20.88972039,23.3392338,24,26.5,26.5,26,26,0,3.6,70,70,0.02,0
Busan,Hot,9/23/2020 20:00,1600891203,20.1,20.54767743,20.88480397,23.33644503,24,26,26.5,26,26,0,3.6,70,72,0,0
Busan,Hot,9/23/2020 21:00,1600894803,20,20.49788857,20.87798988,23.33360931,23.5,26,26.5,26,26,0,4.3,50,75,0,0
Busan,Hot,9/23/2020 22:00,1600898403,20,20.45262597,20.87027009,23.3307312,23,25.5,26.5,26,26,0,2.1,70,74,0,0
Busan,Hot,9/23/2020 23:00,1600902003,20.1,20.42056907,20.86263519,23.32782395,23,25.5,26.5,26,26,0,3.5,50,72,0,0
Busan,Hot,9/24/2020 0:00,1600905603,20.1,20.39142643,20.85508011,23.32489049,23,25,26.5,26,26,0,2.4,70,71,0,0
Busan,Hot,9/24/2020 1:00,1600909203,19.9,20.3467513,20.84661186,23.32191532,22.5,25,26.5,26,26,0,3.2,50,72,0,0
Busan,Hot,9/24/2020 2:00,1600912803,19.7,20.28795572,20.83674336,23.31888439,22.5,24.5,26.5,26,26,0,3.3,70,72,0,0
Busan,Hot,9/24/2020 3:00,1600916403,19.4,20.20723248,20.82474537,23.31577585,22,24.5,26.5,26,26,0,3.7,50,71,0,0
Busan,Hot,9/24/2020 4:00,1600920003,19.2,20.11566589,20.81076248,23.31257894,21.5,24.5,26.5,26,26,0,3.1,70,72,0,0
Busan,Hot,9/24/2020 5:00,1600923603,18.6,19.97787808,20.79289588,23.30924757,21.5,24,26.5,26,26,0,3.3,50,77,0,0
Busan,Hot,9/24/2020 6:00,1600927203,18.5,19.84352553,20.77270007,23.30578531,21.5,24,26.5,26,26,0,4.2,70,76,0,0
Busan,Hot,9/24/2020 7:00,1600930803,18.7,19.73956866,20.75244125,23.30222265,23,24,26.5,26,26,0,3.2,70,75,0.06,0
Busan,Hot,9/24/2020 8:00,1600934403,20.2,19.78142606,20.73967727,23.29870537,27,24,26.5,26,26,0,3.9,50,71,0.63,0
Busan,Hot,9/24/2020 9:00,1600938003,22.3,20.01038732,20.74108284,23.29542034,28.5,25,26,26,26,0,4.1,70,67,1.37,0
Busan,Hot,9/24/2020 10:00,1600941603,23.5,20.32762484,20.75543667,23.29245551,29.5,26,26,26,26,0,3.5,50,64,1.98,0
Busan,Hot,9/24/2020 11:00,1600945203,23.6,20.62511349,20.77662453,23.28979083,30.5,26.5,26,26,26,0,4.1,70,63,2.09,0
Busan,Hot,9/24/2020 12:00,1600948803,24.9,21.01373954,20.80752631,23.28751706,34.5,27,26,26,26,0,3.7,70,61,2.41,0
Busan,Hot,9/24/2020 13:00,1600952403,24.9,21.36703594,20.843084,23.28559849,40.5,28.5,26,26,26,0,4.8,70,58,2.2,0
Busan,Hot,9/24/2020 14:00,1600956003,25.2,21.71548722,20.8822557,23.28402995,36,29.5,26,26,26,0,3.5,70,59,2.24,0
Busan,Hot,9/24/2020 15:00,1600959603,23.1,21.84135202,20.91262657,23.28258871,34,29.5,26,26,26,0,3.5,70,67,1.18,0
Busan,Hot,9/24/2020 16:00,1600963203,22.7,21.91941093,20.93651003,23.2812269,30.5,29.5,26,26,26,0,3.7,50,68,0.6,0
Busan,Hot,9/24/2020 17:00,1600966803,22,21.92673721,20.95359833,23.27987376,29,29,26,26,26,0,4.3,70,66,0.4,0
Busan,Hot,9/24/2020 18:00,1600970403,21.7,21.90612473,20.96575294,23.27850138,27,28.5,26,26,26,0,3.5,70,67,0.26,0
Busan,Hot,9/24/2020 19:00,1600974003,21.1,21.83284067,20.97243467,23.27705717,26,28,26,26,26,0,4.2,50,64,0.03,0
Busan,Hot,9/24/2020 20:00,1600977603,20.7,21.72985515,20.97439377,23.27551151,25,27.5,26,26,26,0,4.1,70,67,0,0
Busan,Hot,9/24/2020 21:00,1600981203,20.4,21.60895923,20.97252008,23.27384662,24.5,27,26,26,26,0,4.2,50,68,0,0
Busan,Hot,9/24/2020 22:00,1600984803,19.9,21.4535993,20.96628301,23.2720282,24,26.5,26.5,26,26,0,2.5,50,73,0,0
Busan,Hot,9/24/2020 23:00,1600988403,19.5,21.27599936,20.95593653,23.27003416,23.5,26.5,26.5,26,25.5,0,3.9,50,71,0,0
Busan,Hot,9/25/2020 0:00,1600992003,19.6,21.12363578,20.94410195,23.26788991,23,26,26.5,26,26,0,3.1,50,67,0,0
Busan,Hot,9/25/2020 1:00,1600995603,19.8,21.00330526,20.93257937,23.26562758,23,25.5,26.5,26,26,0,1.7,70,67,0,0
Busan,Hot,9/25/2020 2:00,1600999203,19.2,20.83936842,20.918298,23.26320375,22.5,25.5,26.5,26,26,0,3.2,290,71,0,0
Busan,Hot,9/25/2020 3:00,1601002803,18.7,20.64488038,20.90024634,23.26058804,22,25,26.5,26,25.5,0,1.5,320,72,0,0
Busan,Hot,9/25/2020 4:00,1601006403,18.5,20.44989125,20.87942747,23.25778015,22,25,26.5,26,26,0,2,320,73,0,0
Busan,Hot,9/25/2020 5:00,1601010003,18.6,20.28171932,20.8578368,23.25480706,21,24.5,26.5,26,25.5,0,2.7,320,73,0,0
Busan,Hot,9/25/2020 6:00,1601013603,18.3,20.10156302,20.8344858,23.25165697,21,24,26.5,26,26,0,3.7,320,73,0,0
Busan,Hot,9/25/2020 7:00,1601017203,18.4,19.94687547,20.81087398,23.24835549,21,24,26.5,26,26,0,2.8,320,75,0.06,0
Busan,Hot,9/25/2020 8:00,1601020803,19.3,19.88806861,20.79170539,23.24499856,22,24,26.5,26,25.5,0,3.3,290,74,0.7,0
Busan,Hot,9/25/2020 9:00,1601024403,22.6,20.13460783,20.79116794,23.24189128,25,24,26.5,26,25.5,0,2.5,70,68,1.35,0
Busan,Hot,9/25/2020 10:00,1601028003,22.1,20.31327984,20.79738125,23.23896559,27.5,24.5,26.5,26,25.5,0,4.8,70,72,0.83,0
Busan,Hot,9/25/2020 11:00,1601031603,23.3,20.58479986,20.81284634,23.23631408,27.5,25,26,26,25.5,0,6.2,70,69,1.89,0
Busan,Hot,9/25/2020 12:00,1601035203,24.5,20.94072714,20.83875556,23.23402078,28,25.5,26,26,26,0,4.9,70,63,2.26,0
Busan,Hot,9/25/2020 13:00,1601038803,25.3,21.33702468,20.87366728,23.23212568,29,26,26,26,26,0,3.2,70,60,1.71,0
Busan,Hot,9/25/2020 14:00,1601042403,22.8,21.47002243,20.90048661,23.23036534,32,26.5,26,26,26,0,5.3,70,69,1.1,0
Busan,Hot,9/25/2020 15:00,1601046003,25.2,21.8091113,20.93504822,23.22894551,34,27.5,26,26,25.5,0,3.6,70,61,2.23,0
Busan,Hot,9/25/2020 16:00,1601049603,25,22.09919209,20.97228146,23.22781688,33.5,28.5,26,26,26,0,4.9,50,54,2.08,0
Busan,Hot,9/25/2020 17:00,1601053203,24.4,22.30835645,21.00768266,23.22689834,28.5,28.5,26,26,25.5,0,3.5,50,57,1,0
Busan,Hot,9/25/2020 18:00,1601056803,22.3,22.30759677,21.03160561,23.22597996,26,28,26,26,25.5,0,3.8,70,61,0.45,0
Busan,Hot,9/25/2020 19:00,1601060403,20.9,22.17963343,21.04279715,23.22493465,24.5,27,26,26,25.5,0,3.4,70,64,0.01,0
Busan,Hot,9/25/2020 20:00,1601064003,20.2,21.99966675,21.04416525,23.22371061,23.5,26.5,26,26,25.5,0,3.4,50,64,0,0
Busan,Hot,9/25/2020 21:00,1601067603,19.6,21.78151523,21.03769319,23.22226986,22.5,26,26,26,25.5,0,3.2,50,65,0,0
Busan,Hot,9/25/2020 22:00,1601071203,19.3,21.55592294,21.02588676,23.22060517,22.5,25.5,26,26,25.5,0,3.8,50,64,0,0
Busan,Hot,9/25/2020 23:00,1601074803,19.3,21.35083903,21.011498,23.21873728,22,25,26,26,25.5,0,5.4,90,60,0,0
Busan,Hot,9/26/2020 0:00,1601078403,19,21.13712639,20.99441694,23.21665774,21.5,25,26,26,25.5,0,3.5,90,59,0,0
Busan,Hot,9/26/2020 1:00,1601082003,18.3,20.87920581,20.97262227,23.21432263,21,24.5,26,26,25.5,0,2.4,50,66,0,0
Busan,Hot,9/26/2020 2:00,1601085603,18.2,20.63564165,20.94810698,23.21174652,21,24,26,26,25.5,0,0.9,290,61,0,0
Busan,Hot,9/26/2020 3:00,1601089203,17.7,20.36876513,20.91989096,23.20890638,20.5,24,26,26,25.5,0,1.6,50,62,0,0
Busan,Hot,9/26/2020 4:00,1601092803,17.7,20.12615012,20.88998258,23.2058267,20,23.5,26,26,25.5,0,3.4,50,65,0,0
Busan,Hot,9/26/2020 5:00,1601096403,17.5,19.8874092,20.85839436,23.2025116,20,23.5,26,26,25.5,0,2.3,50,68,0,0
Busan,Hot,9/26/2020 6:00,1601100003,17.7,19.68855382,20.82712101,23.19900115,20,23,26,26,25.5,0,2.4,50,65,0,0
Busan,Hot,9/26/2020 7:00,1601103603,18.1,19.54413984,20.79813855,23.19534994,21,23,26,26,25.5,0,1.4,20,65,0.06,0
Busan,Hot,9/26/2020 8:00,1601107203,18.6,19.45830894,20.77290893,23.19161664,24.5,23,26,26,25.5,0,3.2,320,66,0.38,0
Busan,Hot,9/26/2020 9:00,1601110803,20.1,19.51664449,20.75708778,23.18794534,29,24,26,26,25.5,0,1.6,50,62,0.9,0
Busan,Hot,9/26/2020 10:00,1601114403,22.8,19.81513136,20.75936896,23.18457589,36.5,25.5,26,26,25.5,0,2.4,70,57,1.82,0
Busan,Hot,9/26/2020 11:00,1601118003,24,20.19557396,20.77654098,23.18158988,42,27.5,26,26,25.5,0,3.9,70,55,2.23,0
Busan,Hot,9/26/2020 12:00,1601121603,24.3,20.5687036,20.80248485,23.1789796,43,29.5,26,26,25.5,0,2.9,50,56,2.4,0
Busan,Hot,9/26/2020 13:00,1601125203,24.7,20.944276,20.83462298,23.17674713,45.5,31,26,26,25.5,0,3.1,50,53,2.24,0
Busan,Hot,9/26/2020 14:00,1601128803,25.2,21.33116,20.87214372,23.17490339,40,32,26,26,25.5,0,4.3,50,51,1.745,0
